chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain
Path2 : 1	198700001	214400001	q32.1	gneg	q32	Path2	-	1	True	198700000	207100000	gneg	0	Path2 : 1	1	q32	gneg
Path2 : 1	214400001	223900001	q41	gpos100	q41	Path2	-	1	True	214400000	223900000	gpos100	0	Path2 : 1	1	q41	gpos100
Path2 : 1	223900001	236400001	q42.11	gneg	q42	Path2	-	1	True	223900000	224400000	gneg	0	Path2 : 1	1	q42	gneg
Path2 : 1	236400001	243500001	q43	gpos75	q43	Path2	-	1	True	236400000	243500000	gpos75	0	Path2 : 1	1	q43	gpos100
Path2 : 1	243500001	248943334	q44	gneg	q44	Path2	-	1	False	243500000	248943333	gneg	0	Path2 : 1	1	q44	gneg
Path3 : 2	1	11977937	p25.1	gneg	p25	Path3	+	2	True	6900000	12000000	gneg	0	Path3 : 2	2	p25	gneg
Path3 : 2	11977937	23777937	p24.1	gpos75	p24	Path3	+	2	True	19000000	23800000	gpos75	0	Path3 : 2	2	p24	gpos100
Path3 : 2	23777937	31777937	p23.1	gneg	p23	Path3	+	2	True	29800000	31800000	gneg	0	Path3 : 2	2	p23	gneg
Path3 : 2	31777937	41477937	p22.1	gpos50	p22	Path3	+	2	True	38300000	41500000	gpos75	0	Path3 : 2	2	p22	gpos100
Path3 : 2	41477937	47477937	p21	gneg	p21	Path3	+	2	True	41500000	47500000	gneg	0	Path3 : 2	2	p21	gneg
Path3 : 2	47477937	60977937	p16.1	gpos100	p16	Path3	+	2	True	54700000	61000000	gpos100	0	Path3 : 2	2	p16	gpos100
Path3 : 2	60977937	63877937	p15	gneg	p15	Path3	+	2	True	61000000	63900000	gneg	0	Path3 : 2	2	p15	gneg
Path3 : 2	63877937	68377937	p14	gpos50	p14	Path3	+	2	True	63900000	68400000	gpos50	0	Path3 : 2	2	p14	gpos50
Path3 : 2	68377937	74777937	p13.1	gneg	p13	Path3	+	2	True	73300000	74800000	gneg	0	Path3 : 2	2	p13	gneg
Path3 : 2	74777937	83077937	p12	gpos100	p12	Path3	+	2	True	74800000	83100000	gpos100	0	Path3 : 2	2	p12	gpos100
Path3 : 2	83077937	91777937	p11.2	gneg	p11	Path3	+	2	True	83100000	91800000	acen	0	Path3 : 2	2	p11.2	gneg
Path3 : 2	91777937	93877937	p11.1	acen	p11	Path3	+	2	True	91800000	93900000	acen	0	Path3 : 2	2	p11.1	acen
Path3 : 2	93877937	95977937	q11.1	acen	q11	Path3	+	2	True	93900000	96000000	acen	0	Path3 : 2	2	q11.1	acen
Path3 : 2	95977937	102077937	q11.2	gneg	q11	Path3	+	2	True	96000000	102100000	acen	0	Path3 : 2	2	q11.2	gneg
Path3 : 2	102077937	108677937	q12.3	gpos25	q12	Path3	+	2	True	106700000	108700000	gpos50	0	Path3 : 2	2	q12	gpos50
Path3 : 2	108677937	112177937	q13	gneg	q13	Path3	+	2	True	108700000	112200000	gneg	0	Path3 : 2	2	q13	gneg
Path3 : 2	112177937	118077937	q14.1	gpos50	q14	Path3	+	2	True	112200000	118100000	gpos50	0	Path3 : 2	2	q14.1	gpos50
Path3 : 2	118077937	121577937	q14.2	gneg	q14	Path3	+	2	True	118100000	121600000	gpos50	0	Path3 : 2	2	q14.2	gneg
Path3 : 2	121577937	129077937	q14.3	gpos50	q14	Path3	+	2	True	121600000	129100000	gpos50	0	Path3 : 2	2	q14.3	gpos50
Path3 : 2	129077937	136055987	q21.3	gneg	q21	Path3	+	2	True	134300000	136100000	gneg	0	Path3 : 2	2	q21	gneg
Path3 : 2	136055987	147849965	q22.3	gpos100	q22	Path3	+	2	True	143400000	147900000	gpos100	0	Path3 : 2	2	q22	gpos100
Path3 : 2	147849965	153949965	q23.3	gneg	q23	Path3	+	2	True	149600000	154000000	gneg	0	Path3 : 2	2	q23	gneg
Path3 : 2	153949965	168849965	q24.3	gpos75	q24	Path3	+	2	True	162900000	168900000	gpos75	0	Path3 : 2	2	q24	gpos100
Path3 : 2	168849965	182036187	q31.3	gneg	q31	Path3	+	2	True	179705140	182100000	gneg	0	Path3 : 2	2	q31	gneg
Path3 : 2	182036187	196536187	q32.3	gpos75	q32	Path3	+	2	True	191100000	196600000	gpos75	0	Path3 : 2	2	q32	gpos100
Path3 : 2	196536187	208136187	q33.3	gneg	q33	Path3	+	2	True	204100000	208200000	gneg	0	Path3 : 2	2	q33	gneg
Path3 : 2	208136187	214436186	q34	gpos100	q34	Path3	+	2	True	214225191	214500000	gpos100	0	Path3 : 2	2	q34	gpos75
Path3 : 2	214436186	220636185	q35	gneg	q35	Path3	+	2	True	217977604	220700000	gneg	0	Path3 : 2	2	q35	gneg
Path3 : 2	220636185	230036185	q36.3	gpos100	q36	Path3	+	2	True	225200000	230100000	gpos75	0	Path3 : 2	2	q36	gpos75
Path3 : 2	230036185	242112105	q37.3	gneg	q37	Path3	+	2	True	236400000	242175920	gneg	0	Path3 : 2	2	q37	gneg
Path4 : 2	1	11977937	p25.3	gneg	p25	Path4	-	2	True	22064	4400000	gneg	0	Path4 : 2	2	p25	gneg
Path4 : 2	11977937	23777937	p24.3	gpos75	p24	Path4	-	2	True	12000000	16500000	gpos75	0	Path4 : 2	2	p24	gpos100
Path4 : 2	23777937	31777937	p23.3	gneg	p23	Path4	-	2	True	23800000	27700000	gneg	0	Path4 : 2	2	p23	gneg
Path4 : 2	31777937	41477937	p22.3	gpos75	p22	Path4	-	2	True	31800000	36300000	gpos50	0	Path4 : 2	2	p22	gpos100
Path4 : 2	41477937	47477937	p21	gneg	p21	Path4	-	2	True	41500000	47500000	gneg	0	Path4 : 2	2	p21	gneg
Path4 : 2	47477937	60977937	p16.3	gpos100	p16	Path4	-	2	True	47500000	52600000	gpos100	0	Path4 : 2	2	p16	gpos100
Path4 : 2	60977937	63877937	p15	gneg	p15	Path4	-	2	True	61000000	63900000	gneg	0	Path4 : 2	2	p15	gneg
Path4 : 2	63877937	68377937	p14	gpos50	p14	Path4	-	2	True	63900000	68400000	gpos50	0	Path4 : 2	2	p14	gpos50
Path4 : 2	68377937	74777937	p13.3	gneg	p13	Path4	-	2	True	68400000	71300000	gneg	0	Path4 : 2	2	p13	gneg
Path4 : 2	74777937	83077937	p12	gpos100	p12	Path4	-	2	True	74800000	83100000	gpos100	0	Path4 : 2	2	p12	gpos100
Path4 : 2	83077937	91777937	p11.2	gneg	p11	Path4	-	2	True	83100000	91800000	acen	0	Path4 : 2	2	p11.2	gneg
Path4 : 2	91777937	93877937	p11.1	acen	p11	Path4	-	2	True	91800000	93900000	acen	0	Path4 : 2	2	p11.1	acen
Path4 : 2	93877937	95977937	q11.1	acen	q11	Path4	-	2	True	93900000	96000000	acen	0	Path4 : 2	2	q11.1	acen
Path4 : 2	95977937	102077937	q11.2	gneg	q11	Path4	-	2	True	96000000	102100000	acen	0	Path4 : 2	2	q11.2	gneg
Path4 : 2	102077937	108677937	q12.1	gpos50	q12	Path4	-	2	True	102100000	105300000	gpos25	0	Path4 : 2	2	q12	gpos50
Path4 : 2	108677937	112177937	q13	gneg	q13	Path4	-	2	True	108700000	112200000	gneg	0	Path4 : 2	2	q13	gneg
Path4 : 2	112177937	118077937	q14.1	gpos50	q14	Path4	-	2	True	112200000	118100000	gpos50	0	Path4 : 2	2	q14.1	gpos50
Path4 : 2	118077937	121577937	q14.2	gneg	q14	Path4	-	2	True	118100000	121600000	gpos50	0	Path4 : 2	2	q14.2	gneg
Path4 : 2	121577937	129077937	q14.3	gpos50	q14	Path4	-	2	True	121600000	129100000	gpos50	0	Path4 : 2	2	q14.3	gpos50
Path4 : 2	129077937	133791166	q21.1	gneg	q21	Path4	-	2	True	129100000	131700000	gpos25	0	Path4 : 2	2	q21	gneg
Path4 : 2	133791166	138719176	q22.2	gneg	q22	Path4	-	2	True	142971990	143400000	gpos100	0	Path4 : 2	2	q22	gpos100
Path4 : 2	138719176	144819176	q23.1	gneg	q23	Path4	-	2	True	147900000	149000000	gneg	0	Path4 : 2	2	q23	gneg
Path4 : 2	144819176	159719176	q24.1	gpos75	q24	Path4	-	2	True	154000000	158900000	gpos75	0	Path4 : 2	2	q24	gpos100
Path4 : 2	159719176	166595114	q31.1	gneg	q31	Path4	-	2	True	168900000	173287566	gneg	0	Path4 : 2	2	q31	gneg
Path4 : 2	166595114	181095114	q32.1	gpos75	q32	Path4	-	2	True	182100000	188500000	gpos75	0	Path4 : 2	2	q32	gpos100
Path4 : 2	181095114	192695114	q33.1	gneg	q33	Path4	-	2	True	196600000	202500000	gneg	0	Path4 : 2	2	q33	gneg
Path4 : 2	192695114	198720304	q34	gpos100	q34	Path4	-	2	True	208200000	214225190	gpos100	0	Path4 : 2	2	q34	gpos75
Path4 : 2	198720304	202197907	q35	gneg	q35	Path4	+	2	True	214500000	217977603	gneg	0	Path4 : 2	2	q35	gneg
Path4 : 2	202197907	202472716	q34	gpos100	q34	Path4	+	2	True	214225191	214500000	gpos100	0	Path4 : 2	2	q34	gpos75
Path4 : 2	202472716	205195112	q35	gneg	q35	Path4	-	2	True	217977604	220700000	gneg	0	Path4 : 2	2	q35	gneg
Path4 : 2	205195112	214595112	q36.1	gpos75	q36	Path4	-	2	True	220700000	224300000	gpos100	0	Path4 : 2	2	q36	gpos75
Path4 : 2	214595112	226671032	q37.1	gneg	q37	Path4	-	2	True	230100000	234700000	gneg	0	Path4 : 2	2	q37	gneg
Path5 : 3	1	8100001	p26.1	gpos50	p26	Path5	+	3	False	4000000	8100000	gpos50	0	Path5 : 3	3	p26	gpos75
Path5 : 3	8100001	16300001	p25.1	gneg	p25	Path5	+	3	False	13200000	16300000	gneg	0	Path5 : 3	3	p25	gneg
Path5 : 3	16300001	30800001	p24.1	gpos75	p24	Path5	+	3	False	26300000	30800000	gpos100	0	Path5 : 3	3	p24	gpos100
Path5 : 3	30800001	32000001	p23	gneg	p23	Path5	+	3	False	30800000	32000000	gneg	0	Path5 : 3	3	p23	gneg
Path5 : 3	32000001	43600001	p22.1	gpos75	p22	Path5	+	3	False	39300000	43600000	gpos50	0	Path5 : 3	3	p22	gpos50
Path5 : 3	43600001	54400001	p21.1	gneg	p21	Path5	+	3	False	52300000	54400000	gneg	0	Path5 : 3	3	p21	gneg
Path5 : 3	54400001	69700001	p14.1	gpos50	p14	Path5	+	3	False	63800000	69700000	gpos50	0	Path5 : 3	3	p14	gpos75
Path5 : 3	69700001	74100001	p13	gneg	p13	Path5	+	3	False	69700000	74100000	gneg	0	Path5 : 3	3	p13	gneg
Path5 : 3	74100001	87100001	p12.1	gpos75	p12	Path5	+	3	False	83500000	87100000	gpos75	0	Path5 : 3	3	p12	gpos75
Path5 : 3	87100001	90900001	p11.1	acen	p11	Path5	+	3	False	87800000	90900000	acen	0	Path5 : 3	3	p11	acen
Path5 : 3	90900001	94000001	q11.1	acen	q11	Path5	+	3	False	90900000	94000000	acen	0	Path5 : 3	3	q11.1	acen
Path5 : 3	94000001	98600001	q11.2	gvar	q11	Path5	+	3	False	94000000	98600000	acen	0	Path5 : 3	3	q11.2	acen
Path5 : 3	98600001	103100001	q12.3	gneg	q12	Path5	+	3	False	101200000	103100000	gneg	0	Path5 : 3	3	q12	gneg
Path5 : 3	103100001	111600001	q13.13	gpos50	q13	Path5	+	3	False	108200000	111600000	gpos75	0	Path5 : 3	3	q13.1	gpos75
Path5 : 3	111600001	113700001	q13.2	gneg	q13	Path5	+	3	False	111600000	113700000	gpos75	0	Path5 : 3	3	q13.2	gneg
Path5 : 3	113700001	122200001	q13.33	gpos75	q13	Path5	+	3	False	119300000	122200000	gpos75	0	Path5 : 3	3	q13.3	gpos75
Path5 : 3	122200001	129500001	q21.3	gneg	q21	Path5	+	3	False	126100000	129500000	gneg	0	Path5 : 3	3	q21	gneg
Path5 : 3	129500001	139000001	q22.3	gpos25	q22	Path5	+	3	False	136000000	139000000	gpos25	0	Path5 : 3	3	q22	gpos25
Path5 : 3	139000001	143100001	q23	gneg	q23	Path5	+	3	False	139000000	143100000	gneg	0	Path5 : 3	3	q23	gneg
Path5 : 3	143100001	149200001	q24	gpos100	q24	Path5	+	3	False	143100000	149200000	gpos100	0	Path5 : 3	3	q24	gpos75
Path5 : 3	149200001	161000001	q25.33	gneg	q25	Path5	+	3	False	159300000	161000000	gneg	0	Path5 : 3	3	q25	gneg
Path5 : 3	161000001	167900001	q26.1	gpos100	q26	Path5	+	3	False	161000000	167900000	gneg	0	Path5 : 3	3	q26.1	gpos100
Path5 : 3	167900001	171200001	q26.2	gneg	q26	Path5	+	3	False	167900000	171200000	gneg	0	Path5 : 3	3	q26.2	gneg
Path5 : 3	171200001	183000001	q26.33	gpos75	q26	Path5	+	3	False	179300000	183000000	gneg	0	Path5 : 3	3	q26.3	gpos100
Path5 : 3	183000001	188200001	q27.3	gneg	q27	Path5	+	3	False	186300000	188200000	gneg	0	Path5 : 3	3	q27	gneg
Path5 : 3	188200001	192600001	q28	gpos75	q28	Path5	+	3	False	188200000	192600000	gpos75	0	Path5 : 3	3	q28	gpos50
Path5 : 3	192600001	198230597	q29	gneg	q29	Path5	+	3	False	192600000	198230596	gneg	0	Path5 : 3	3	q29	gneg
Path6 : 3	1	8100001	p26.3	gpos50	p26	Path6	-	3	True	0	2800000	gpos50	0	Path6 : 3	3	p26	gpos75
Path6 : 3	8100001	16300001	p25.3	gneg	p25	Path6	-	3	True	8100000	11600000	gneg	0	Path6 : 3	3	p25	gneg
Path6 : 3	16300001	30800001	p24.3	gpos100	p24	Path6	-	3	True	16300000	23800000	gpos75	0	Path6 : 3	3	p24	gpos100
Path6 : 3	30800001	32000001	p23	gneg	p23	Path6	-	3	True	30800000	32000000	gneg	0	Path6 : 3	3	p23	gneg
Path6 : 3	32000001	43600001	p22.3	gpos50	p22	Path6	-	3	True	32000000	36400000	gpos75	0	Path6 : 3	3	p22	gpos50
Path6 : 3	43600001	54400001	p21.33	gneg	p21	Path6	-	3	True	43600000	44100000	gneg	0	Path6 : 3	3	p21	gneg
Path6 : 3	54400001	69700001	p14.3	gpos50	p14	Path6	-	3	True	54400000	58600000	gpos50	0	Path6 : 3	3	p14	gpos75
Path6 : 3	69700001	74100001	p13	gneg	p13	Path6	-	3	True	69700000	74100000	gneg	0	Path6 : 3	3	p13	gneg
Path6 : 3	74100001	87100001	p12.3	gpos75	p12	Path6	-	3	True	74100000	79800000	gpos75	0	Path6 : 3	3	p12	gpos75
Path6 : 3	87100001	90900001	p11.2	gneg	p11	Path6	-	3	True	87100000	87800000	acen	0	Path6 : 3	3	p11	acen
Path6 : 3	90900001	94000001	q11.1	acen	q11	Path6	-	3	True	90900000	94000000	acen	0	Path6 : 3	3	q11.1	acen
Path6 : 3	94000001	98600001	q11.2	gvar	q11	Path6	-	3	True	94000000	98600000	acen	0	Path6 : 3	3	q11.2	acen
Path6 : 3	98600001	103100001	q12.1	gneg	q12	Path6	-	3	True	98600000	100300000	gneg	0	Path6 : 3	3	q12	gneg
Path6 : 3	103100001	111600001	q13.11	gpos75	q13	Path6	-	3	True	103100000	106500000	gpos75	0	Path6 : 3	3	q13.1	gpos75
Path6 : 3	111600001	113700001	q13.2	gneg	q13	Path6	-	3	True	111600000	113700000	gpos75	0	Path6 : 3	3	q13.2	gneg
Path6 : 3	113700001	122200001	q13.31	gpos75	q13	Path6	-	3	True	113700000	117600000	gpos75	0	Path6 : 3	3	q13.3	gpos75
Path6 : 3	122200001	129500001	q21.1	gneg	q21	Path6	-	3	True	122200000	124100000	gneg	0	Path6 : 3	3	q21	gneg
Path6 : 3	129500001	139000001	q22.1	gpos25	q22	Path6	-	3	True	129500000	134000000	gpos25	0	Path6 : 3	3	q22	gpos25
Path6 : 3	139000001	143100001	q23	gneg	q23	Path6	-	3	True	139000000	143100000	gneg	0	Path6 : 3	3	q23	gneg
Path6 : 3	143100001	149200001	q24	gpos100	q24	Path6	-	3	True	143100000	149200000	gpos100	0	Path6 : 3	3	q24	gpos75
Path6 : 3	149200001	161000001	q25.1	gneg	q25	Path6	-	3	True	149200000	152300000	gneg	0	Path6 : 3	3	q25	gneg
Path6 : 3	161000001	167900001	q26.1	gpos100	q26	Path6	-	3	True	161000000	167900000	gpos75	0	Path6 : 3	3	q26.1	gpos100
Path6 : 3	167900001	171200001	q26.2	gneg	q26	Path6	-	3	True	167900000	171200000	gpos75	0	Path6 : 3	3	q26.2	gneg
Path6 : 3	171200001	183000001	q26.31	gpos75	q26	Path6	-	3	True	171200000	176000000	gpos75	0	Path6 : 3	3	q26.3	gpos100
Path6 : 3	183000001	188200001	q27.1	gneg	q27	Path6	-	3	True	183000000	184800000	gneg	0	Path6 : 3	3	q27	gneg
Path6 : 3	188200001	192600001	q28	gpos75	q28	Path6	-	3	True	188200000	192600000	gpos75	0	Path6 : 3	3	q28	gpos50
Path6 : 3	192600001	198230597	q29	gneg	q29	Path6	-	3	False	192600000	198230596	gneg	0	Path6 : 3	3	q29	gneg
Path7 : 4	1	11285426	p16.3	gneg	p16	Path7	-	4	True	14575	4500000	gneg	0	Path7 : 4	4	p16	gneg
Path7 : 4	11285426	21285426	p15.33	gpos50	p15	Path7	-	4	True	11300000	15000000	gneg	0	Path7 : 4	4	p15.3	gpos100
Path7 : 4	21285426	27685426	p15.2	gneg	p15	Path7	-	4	True	21300000	27700000	gneg	0	Path7 : 4	4	p15.2	gneg
Path7 : 4	27685426	35785426	p15.1	gpos100	p15	Path7	-	4	True	27700000	35800000	gneg	0	Path7 : 4	4	p15.1	gpos100
Path7 : 4	35785426	41185426	p14	gneg	p14	Path7	-	4	True	35800000	41200000	gneg	0	Path7 : 4	4	p14	gneg
Path7 : 4	41185426	44585426	p13	gpos50	p13	Path7	-	4	True	41200000	44600000	gpos50	0	Path7 : 4	4	p13	gpos75
Path7 : 4	44585426	48185426	p12	gneg	p12	Path7	-	4	True	44600000	48200000	gneg	0	Path7 : 4	4	p12	gneg
Path7 : 4	48185426	49985425	p11	acen	p11	Path7	-	4	True	48200000	49489157	acen	0	Path7 : 4	4	p11	acen
Path7 : 4	49985425	51785425	q11	acen	q11	Path7	-	4	True	50000000	51800000	acen	0	Path7 : 4	4	q11	acen
Path7 : 4	51785425	58485425	q12	gneg	q12	Path7	-	4	True	51800000	58500000	gneg	0	Path7 : 4	4	q12	gneg
Path7 : 4	58485425	75285425	q13.1	gpos100	q13	Path7	-	4	True	58500000	65500000	gpos75	0	Path7 : 4	4	q13	gpos100
Path7 : 4	75285425	87085425	q21.1	gneg	q21	Path7	-	4	True	75300000	78000000	gneg	0	Path7 : 4	4	q21	gneg
Path7 : 4	87085425	97885425	q22.1	gpos75	q22	Path7	-	4	True	87100000	92800000	gpos75	0	Path7 : 4	4	q22	gpos100
Path7 : 4	97885425	100085425	q23	gneg	q23	Path7	-	4	True	97900000	100100000	gneg	0	Path7 : 4	4	q23	gneg
Path7 : 4	100085425	106685425	q24	gpos50	q24	Path7	-	4	True	100100000	106700000	gpos50	0	Path7 : 4	4	q24	gpos75
Path7 : 4	106685425	113185425	q25	gneg	q25	Path7	-	4	True	106700000	113200000	gneg	0	Path7 : 4	4	q25	gneg
Path7 : 4	113185425	119885425	q26	gpos75	q26	Path7	-	4	True	113200000	119900000	gpos75	0	Path7 : 4	4	q26	gpos100
Path7 : 4	119885425	122785425	q27	gneg	q27	Path7	-	4	True	119900000	122800000	gneg	0	Path7 : 4	4	q27	gneg
Path7 : 4	122785425	138485425	q28.1	gpos50	q28	Path7	-	4	True	122800000	127900000	gpos100	0	Path7 : 4	4	q28	gpos100
Path7 : 4	138485425	140585425	q31.1	gneg	q31	Path7	-	4	True	138500000	140600000	gneg	0	Path7 : 4	4	q31.1	gneg
Path7 : 4	140585425	150185425	q31.21	gpos25	q31	Path7	-	4	True	140600000	145900000	gneg	0	Path7 : 4	4	q31.2	gpos25
Path7 : 4	150185425	154585425	q31.3	gneg	q31	Path7	-	4	True	150200000	154600000	gneg	0	Path7 : 4	4	q31.3	gneg
Path7 : 4	154585425	169185425	q32.1	gpos100	q32	Path7	-	4	True	154600000	160800000	gpos100	0	Path7 : 4	4	q32	gpos100
Path7 : 4	169185425	170985425	q33	gneg	q33	Path7	-	4	True	169200000	171000000	gneg	0	Path7 : 4	4	q33	gneg
Path7 : 4	170985425	182285425	q34.1	gpos75	q34	Path7	-	4	True	171000000	175400000	gpos100	0	Path7 : 4	4	q34	gpos100
Path7 : 4	182285425	190187989	q35.1	gneg	q35	Path7	-	4	True	182300000	186200000	gpos25	0	Path7 : 4	4	q35	gneg
