Segments,smap_id,q_id,ref_c_id1,ref_c_id2,ref_start,ref_end,confidence,sv_type,size,VAF,Paths
Segment 38,2192,61,10,10,72256473.0,76839570.0,1.0,inversion,4579704.0,0,['Path 18']
Segment 38,2209,62,10,10,72256473.0,76839570.0,1.0,inversion,4579704.0,0,[]
Segment 38,2211,61,10,10,72259866.0,76850488.0,1.0,inversion,4579704.0,0,[]
Segment 38,2214,62,10,10,72259866.0,76850488.0,1.0,inversion,4579704.0,0,[]
Segment 39,2211,61,10,10,72259866.0,76850488.0,1.0,inversion,4579704.0,0,['Path 18']
Segment 39,2214,62,10,10,72259866.0,76850488.0,1.0,inversion,4579704.0,0,[]
Segment 42,2709,1321,13,13,42445669.0,49791224.0,0.95,translocation_intrachr,-1.0,0,[]
Segment 42,2710,1322,13,13,42445669.0,49791224.0,0.39,translocation_intrachr,-1.0,0,[]
Segment 43,2712,1411,13,13,42489414.0,42489414.0,-1.0,duplication_inverted,271592.0,0,"['Path 24', 'Path 24']"
Segment 43,2709,1321,13,13,42445669.0,49791224.0,0.95,translocation_intrachr,-1.0,0,[]
Segment 43,2710,1322,13,13,42445669.0,49791224.0,0.39,translocation_intrachr,-1.0,0,[]
Segment 43,2711,1412,13,13,42489414.0,42489414.0,-1.0,duplication_inverted,211932.0,0,[]
Segment 50,3137,711,18,18,28622134.0,31890036.0,-1.0,duplication_split,3275297.0,0,"['Path 33', 'Path 34', 'Path 34', 'Path 34']"
Segment 50,3138,712,18,18,28622134.0,31890036.0,-1.0,duplication_split,3275297.0,0,[]
