index	origin	start	end
Chr1b	1+,2+,3+,CEN1+,4+,5+,6+,7+,8+	10000	10000
Chr2a	9+,51+,11+,CEN2+,12+,13+,13+,14+	10000	10000
Chr2b	9+,10+,11+,CEN2+,12+,13+,14+	10000	10000
Chr3a	15+,45+,16+,17+,CEN3+,18+,19+,19-,20+	10000	60000
Chr3b	15+,16+,17+,CEN3+,18+,19+,20+	10000	60000
Chr4a	21+,CEN4+,22+,24+	10000	10000
Chr4b	21+,CEN4+,22+,23+,24+	10000	10000
Chr5a	25+,CEN5+,26+	10000	60000
Chr5b	25+,CEN5+,26+	10000	60000
Chr6a	27+,28+,28+,29+,CEN6+,30+,31+,31-,32+	60000	60000
Chr6b	27+,28+,29+,CEN6+,30+,31+,32+	60000	60000
Chr7a	33+,CEN7+,34+	10000	10000
Chr7b	33+,CEN7+,34+	10000	10000
Chr8a	35+,7+,36+,37+,CEN8+,38+,40+	60000	60000
Chr8b	35+,36+,37+,CEN8+,38+,39+,40+	60000	60000
Chr9a	41+,39+,42+,43+,CEN9+,44+,46+	10000	60000
Chr9b	41+,42+,43+,CEN9+,44+,45+,46+	10000	60000
Chr10a	47+,CEN10+,48+	10000	10000
Chr10b	47+,CEN10+,48+	10000	10000
Chr11a	49+,CEN11+,50+,10+,52+	60000	10000
Chr11b	49+,CEN11+,50+,51+,52+	60000	10000
Chr12a	53+,CEN12+,54+,55-,56+	10000	10000
Chr12b	53+,CEN12+,54+,55+,56+	10000	10000
Chr13a	57+,CEN13+,58+,59+,59+,60+	16000000	10000
Chr13b	57+,CEN13+,58+,59+,60+	16000000	10000
Chr14a	61+,CEN14+,62+	16000000	160000
Chr14b	61+,CEN14+,62+	16000000	160000
Chr15a	63+,CEN15+,64+,65-,66+	17000000	10000
Chr15b	63+,CEN15+,64+,65+,66+	17000000	10000
Chr16a	67+,67+,68+,69+,70+,CEN16+,71+	10000	110000
Chr16b	67+,68+,69+,70+,CEN16+,71+	10000	110000
Chr17a	72+,CEN17+,73+,74+,74+,75+	60000	10000
Chr17b	72+,CEN17+,73+,74+,75+	60000	10000
Chr18a	76+,CEN18+,77+	10000	110000
Chr18b	76+,CEN18+,77+	10000	110000
Chr19a	78+,CEN19+,79+	60000	10000
Chr19b	78+,CEN19+,79+	60000	10000
Chr20a	80+,CEN20+,81+	60000	110000
Chr20b	80+,CEN20+,81+	60000	110000
Chr21a	82+,CEN21+,83+	5010000	10000
Chr21b	82+,CEN21+,83+	5010000	10000
Chr22a	84+,CEN22+,85+	10510000	10000
Chr22b	84+,CEN22+,85+	10510000	10000
ChrXa	86+,CENX+,87+	10000	10000
ChrYa	88+,CENY+,89+	10000	10000
---
initialization
	autosomes: ['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr11', 'Chr12', 'Chr13', 'Chr14', 'Chr15', 'Chr16', 'Chr17', 'Chr18', 'Chr19', 'Chr20', 'Chr21', 'Chr22']
	autosomal copy number: 1
	sex chromosomes: ['ChrY']
block 1: 1q21_recurrent_microdeletion
	deletion on segments [5+], from Chr1a to Chr1a
block 2: random events
	tandem duplication on segments [13+], from Chr2a to Chr2a
	nonreciprocal translocation on segments [45+], from Chr9a to Chr3a
	right duplication inversion on segments [19+], from Chr3a to Chr3a
	inversion on segments [65+], from Chr15a to Chr15a
	inversion on segments [55+], from Chr12a to Chr12a
	nonreciprocal translocation on segments [7+], from Chr1a to Chr8a
	tandem duplication on segments [67+], from Chr16a to Chr16a
	tandem duplication on segments [74+], from Chr17a to Chr17a
	balanced reciprocal translocation on segments [51+], from Chr11a to Chr2a
	balanced reciprocal translocation on segments [10+], from Chr2a to Chr11a
	right duplication inversion on segments [31+], from Chr6a to Chr6a
	tandem duplication on segments [59+], from Chr13a to Chr13a
	nonreciprocal translocation on segments [39+], from Chr8a to Chr9a
	right duplication inversion on segments [2+], from Chr1a to Chr1a
	deletion on segments [23+], from Chr4a to Chr4a
	tandem duplication on segments [28+], from Chr6a to Chr6a
