Segments,smap_id,q_id,ref_c_id1,ref_c_id2,ref_start,ref_end,confidence,sv_type,size,VAF,Paths
Segment 9,369,1191,2,13,57867177.0,22278213.0,0.79,translocation_interchr,-1.0,0,[]
Segment 9,370,1192,2,13,57867177.0,22278213.0,0.81,translocation_interchr,-1.0,0,[]
Segment 9,348,371,2,13,56053297.0,21066539.0,0.82,translocation_interchr,-1.0,0,[]
Segment 10,385,521,2,2,103329368.0,104208568.0,0.99,insertion,1037667.9,0,['Path 6']
Segment 10,386,521,2,7,103329368.0,145665324.0,0.88,translocation_interchr,-1.0,0,[]
Segment 10,371,1421,2,13,57868538.0,22278213.0,0.93,translocation_interchr,-1.0,0,[]
Segment 10,374,1422,2,13,57868538.0,22278213.0,0.61,translocation_interchr,-1.0,0,[]
Segment 10,393,522,2,2,103329368.0,104209086.0,0.99,insertion,1037212.1,0,[]
Segment 10,394,522,2,7,103329368.0,145665324.0,0.87,translocation_interchr,-1.0,0,[]
Segment 11,400,511,2,7,104207280.0,147570727.0,0.12,translocation_interchr,-1.0,0,['Path 7']
Segment 11,403,512,2,7,104207280.0,147570727.0,0.69,translocation_interchr,-1.0,0,[]
Segment 11,396,261,2,7,103333385.0,145643118.0,0.38,translocation_interchr,-1.0,0,[]
Segment 11,397,262,2,7,103333385.0,145643118.0,0.13,translocation_interchr,-1.0,0,[]
Segment 11,399,511,2,7,103333385.0,145643118.0,0.16,translocation_interchr,-1.0,0,[]
Segment 12,385,521,2,2,103329368.0,104208568.0,0.99,insertion,1037667.9,0,[]
Segment 12,393,522,2,2,103329368.0,104209086.0,0.99,insertion,1037212.1,0,[]
Segment 12,411,521,2,7,104208568.0,147543268.5,0.02,translocation_interchr,-1.0,0,[]
Segment 12,412,522,2,7,104209086.0,147543268.5,0.43,translocation_interchr,-1.0,0,[]
Segment 13,656,441,3,3,65902851.0,67190426.0,0.99,deletion,1182682.6,0,[]
Segment 13,655,442,3,3,65902851.0,67190426.0,0.99,deletion,1182682.6,0,[]
Segment 15,656,441,3,3,65902851.0,67190426.0,0.99,deletion,1182682.6,0,['Path 9']
Segment 15,655,442,3,3,65902851.0,67190426.0,0.99,deletion,1182682.6,0,[]
Segment 16,864,601,4,4,12985.0,1818080.0,1.0,inversion,1694547.0,0,[]
Segment 16,866,602,4,4,12985.0,1818080.0,1.0,inversion,1694547.0,0,[]
Segment 17,864,601,4,4,12985.0,1818080.0,1.0,inversion,1694547.0,0,['Path 11']
Segment 17,866,602,4,4,12985.0,1818080.0,1.0,inversion,1694547.0,0,[]
Segment 20,1298,1410,5,16,146335941.0,60147810.0,0.86,translocation_interchr,-1.0,0,[]
Segment 21,1297,92,5,16,147057748.0,60757303.0,0.27,translocation_interchr,-1.0,0,['Path 14']
Segment 21,1299,1200,5,16,146344445.0,60137745.0,0.85,translocation_interchr,-1.0,0,[]
Segment 21,1254,91,5,16,147057748.0,60757303.0,0.06,translocation_interchr,-1.0,0,[]
Segment 22,1344,2071,5,16,147068974.0,60750307.0,0.6,translocation_interchr,-1.0,0,['Path 13']
Segment 22,1325,252,5,16,147068974.0,60750307.0,0.54,translocation_interchr,-1.0,0,[]
Segment 23,1428,31,6,6,86635319.0,87874709.0,1.0,inversion,1232987.0,0,[]
Segment 23,1447,32,6,6,86635319.0,87874709.0,1.0,inversion,1232987.0,0,[]
Segment 24,1451,31,6,6,86641722.0,87879121.0,1.0,inversion,1232987.0,0,['Path 17']
Segment 24,1428,31,6,6,86635319.0,87874709.0,1.0,inversion,1232987.0,0,[]
Segment 24,1453,32,6,6,86641722.0,87879121.0,1.0,inversion,1232987.0,0,[]
Segment 24,1447,32,6,6,86635319.0,87874709.0,1.0,inversion,1232987.0,0,[]
Segment 25,1451,31,6,6,86641722.0,87879121.0,1.0,inversion,1232987.0,0,['Path 17']
Segment 25,1453,32,6,6,86641722.0,87879121.0,1.0,inversion,1232987.0,0,[]
Segment 26,260,161,1,7,244462048.0,136595150.0,0.9,translocation_interchr,-1.0,0,['Path 3']
Segment 26,263,162,1,7,244462048.0,136595150.0,0.33,translocation_interchr,-1.0,0,[]
Segment 27,266,1222,1,7,245930011.5,138457419.0,0.68,translocation_interchr,-1.0,0,['Path 7']
Segment 27,234,261,1,7,244449278.5,136597879.0,0.19,translocation_interchr,-1.0,0,[]
Segment 27,259,262,1,7,244449278.5,136597879.0,0.22,translocation_interchr,-1.0,0,[]
Segment 27,269,1221,1,7,245930011.5,138457419.0,0.89,translocation_interchr,-1.0,0,[]
Segment 28,264,1171,1,7,245922142.5,138466454.0,0.79,translocation_interchr,-1.0,0,[]
Segment 28,396,261,2,7,103333385.0,145643118.0,0.38,translocation_interchr,-1.0,0,[]
Segment 28,397,262,2,7,103333385.0,145643118.0,0.13,translocation_interchr,-1.0,0,[]
Segment 28,399,511,2,7,103333385.0,145643118.0,0.16,translocation_interchr,-1.0,0,[]
Segment 29,386,521,2,7,103329368.0,145665324.0,0.88,translocation_interchr,-1.0,0,['Path 6']
Segment 29,411,521,2,7,104208568.0,147543268.5,0.02,translocation_interchr,-1.0,0,[]
Segment 29,412,522,2,7,104209086.0,147543268.5,0.43,translocation_interchr,-1.0,0,[]
Segment 29,394,522,2,7,103329368.0,145665324.0,0.87,translocation_interchr,-1.0,0,[]
Segment 30,400,511,2,7,104207280.0,147570727.0,0.12,translocation_interchr,-1.0,0,['Path 4']
Segment 30,403,512,2,7,104207280.0,147570727.0,0.69,translocation_interchr,-1.0,0,[]
Segment 32,1964,301,9,9,2374752.0,4095760.0,1.0,inversion,1716192.0,0,[]
Segment 32,1958,302,9,9,2374752.0,4095760.0,1.0,inversion,1716192.0,0,[]
Segment 33,1969,302,9,9,2379568.0,4102886.0,1.0,inversion,1716192.0,0,['Path 21']
Segment 33,1964,301,9,9,2374752.0,4095760.0,1.0,inversion,1716192.0,0,[]
Segment 33,1958,302,9,9,2374752.0,4095760.0,1.0,inversion,1716192.0,0,[]
Segment 33,1967,301,9,9,2379568.0,4102886.0,1.0,inversion,1716192.0,0,[]
Segment 34,1969,302,9,9,2379568.0,4102886.0,1.0,inversion,1716192.0,0,['Path 21']
Segment 34,1967,301,9,9,2379568.0,4102886.0,1.0,inversion,1716192.0,0,[]
Segment 35,2170,952,10,10,46991592.0,48060267.0,0.92,inversion,189840.5,0,[]
Segment 36,2170,952,10,10,46991592.0,48060267.0,0.92,inversion,189840.5,0,[]
Segment 39,2504,1130,12,12,57551214.0,58731326.0,0.98,inversion,271129.0,0,[]
Segment 41,2506,1440,12,12,57624187.0,57624187.0,-1.0,duplication_inverted,246583.0,0,['Path 27']
Segment 42,2504,1130,12,12,57551214.0,58731326.0,0.98,inversion,271129.0,0,['Path 27']
Segment 44,368,372,2,13,56053297.0,21066539.0,0.29,translocation_interchr,-1.0,0,[]
Segment 44,348,371,2,13,56053297.0,21066539.0,0.82,translocation_interchr,-1.0,0,[]
Segment 45,374,1422,2,13,57868538.0,22278213.0,0.61,translocation_interchr,-1.0,0,['Path 6']
Segment 45,371,1421,2,13,57868538.0,22278213.0,0.93,translocation_interchr,-1.0,0,[]
Segment 45,301,11,2,13,56053297.0,21066539.0,0.22,translocation_interchr,-1.0,0,[]
Segment 45,326,12,2,13,56053297.0,21066539.0,0.42,translocation_interchr,-1.0,0,[]
Segment 46,369,1191,2,13,57867177.0,22278213.0,0.79,translocation_interchr,-1.0,0,['Path 5']
Segment 46,370,1192,2,13,57867177.0,22278213.0,0.81,translocation_interchr,-1.0,0,[]
Segment 47,2623,1150,13,13,96229425.0,98043021.0,-1.0,duplication_split,1970839.0,0,"['Path 5', 'Path 5', 'Path 5']"
Segment 53,2845,351,16,16,23584705.0,24948198.0,1.0,inversion,1355726.0,0,['Path 14']
Segment 53,2829,352,16,16,23584705.0,24948198.0,1.0,inversion,1355726.0,0,[]
Segment 54,2849,351,16,16,23592472.0,24962987.0,1.0,inversion,1355726.0,0,['Path 14']
Segment 54,2829,352,16,16,23584705.0,24948198.0,1.0,inversion,1355726.0,0,[]
Segment 54,2851,352,16,16,23592472.0,24962987.0,1.0,inversion,1355726.0,0,[]
Segment 54,2845,351,16,16,23584705.0,24948198.0,1.0,inversion,1355726.0,0,[]
Segment 55,1299,1200,5,16,146344445.0,60137745.0,0.85,translocation_interchr,-1.0,0,['Path 14']
Segment 55,2849,351,16,16,23592472.0,24962987.0,1.0,inversion,1355726.0,0,[]
Segment 55,2851,352,16,16,23592472.0,24962987.0,1.0,inversion,1355726.0,0,[]
Segment 56,1344,2071,5,16,147068974.0,60750307.0,0.6,translocation_interchr,-1.0,0,['Path 15']
Segment 56,1298,1410,5,16,146335941.0,60147810.0,0.86,translocation_interchr,-1.0,0,[]
Segment 56,1325,252,5,16,147068974.0,60750307.0,0.54,translocation_interchr,-1.0,0,[]
Segment 57,1297,92,5,16,147057748.0,60757303.0,0.27,translocation_interchr,-1.0,0,[]
Segment 57,1254,91,5,16,147057748.0,60757303.0,0.06,translocation_interchr,-1.0,0,[]
Segment 63,3197,1032,21,21,6316651.0,7381318.0,0.86,inversion,234715.0,0,[]
Segment 64,3197,1032,21,21,6316651.0,7381318.0,0.86,inversion,234715.0,0,[]
