index	origin	start	end
	left duplication inversion on segments [32+], from Chr9a to Chr9a
	arm deletion on segments [63+], from Chr16a to Chr16a
	left duplication inversion on segments [49+,50+], from Chr12a to Chr12a
	nonreciprocal translocation on segments [50+,51+,52+], from Chr12a to Chr1a
	inversion on segments [34+], from Chr9a to Chr9a
	inversion on segments [24+], from Chr7a to Chr7a
	tandem duplication on segments [2+,50+,51+], from Chr1a to Chr1a
	deletion on segments [7+], from Chr2a to Chr2a
	tandem duplication on segments [60+], from Chr15a to Chr15a
	deletion on segments [42+], from Chr11a to Chr11a
	right duplication inversion on segments [44+], from Chr11a to Chr11a
	balanced reciprocal translocation on segments [68+], from Chr18a to Chr3a
	balanced reciprocal translocation on segments [16+], from Chr3a to Chr18a
