Segments,smap_id,q_id,ref_c_id1,ref_c_id2,ref_start,ref_end,confidence,sv_type,size,VAF,Paths
Segment 31,1690,421,7,7,103766053.0,113367495.0,0.17,translocation_intrachr,-1.0,0,"['Path 7', 'Path 7']"
Segment 31,1710,422,7,7,103766053.0,113367495.0,0.33,translocation_intrachr,-1.0,0,[]
Segment 38,2138,301,10,10,20924352.0,23542881.0,1.0,inversion,2615395.0,0,[]
Segment 38,2154,302,10,10,20924352.0,23542881.0,1.0,inversion,2615395.0,0,[]
Segment 39,2154,302,10,10,20924352.0,23542881.0,1.0,inversion,2615395.0,0,['Path 17']
Segment 39,2138,301,10,10,20924352.0,23542881.0,1.0,inversion,2615395.0,0,[]
Segment 39,2163,302,10,10,20927486.0,23542165.0,1.0,inversion,2614679.0,0,[]
Segment 39,2158,301,10,10,20927486.0,23542165.0,1.0,inversion,2614679.0,0,[]
Segment 40,2163,302,10,10,20927486.0,23542165.0,1.0,inversion,2614679.0,0,['Path 17']
Segment 40,2158,301,10,10,20927486.0,23542165.0,1.0,inversion,2614679.0,0,[]
Segment 44,2724,1541,13,13,21571255.0,28859623.0,0.13,translocation_intrachr,-1.0,0,['Path 25']
Segment 44,2725,1542,13,13,21571255.0,28859623.0,0.28,translocation_intrachr,-1.0,0,[]
Segment 46,2724,1541,13,13,21571255.0,28859623.0,0.13,translocation_intrachr,-1.0,0,[]
Segment 46,2725,1542,13,13,21571255.0,28859623.0,0.28,translocation_intrachr,-1.0,0,[]
Segment 47,2672,91,13,16,98278072.0,53047308.0,0.14,translocation_interchr,-1.0,0,[]
Segment 47,2723,92,13,16,98278072.0,53047308.0,0.05,translocation_interchr,-1.0,0,[]
Segment 48,2741,491,13,16,98285741.0,59091125.0,0.62,translocation_interchr,-1.0,0,['Path 23']
Segment 48,2734,492,13,16,98285741.0,59091125.0,0.05,translocation_interchr,-1.0,0,[]
Segment 53,2861,1702,15,15,30766282.0,31639515.0,0.88,inversion,179603.0,0,[]
Segment 54,2861,1702,15,15,30766282.0,31639515.0,0.88,inversion,179603.0,0,[]
Segment 55,2982,1722,16,16,21500434.0,22438802.0,0.87,inversion,198203.0,0,[]
Segment 56,2982,1722,16,16,21500434.0,22438802.0,0.87,inversion,198203.0,0,[]
Segment 57,2993,601,16,16,53030128.0,59102650.0,0.27,translocation_intrachr,-1.0,0,['Path 24']
Segment 57,2999,602,16,16,53030128.0,59102650.0,0.05,translocation_intrachr,-1.0,0,[]
Segment 58,2672,91,13,16,98278072.0,53047308.0,0.14,translocation_interchr,-1.0,0,['Path 25']
Segment 58,2723,92,13,16,98278072.0,53047308.0,0.05,translocation_interchr,-1.0,0,[]
Segment 58,2741,491,13,16,98285741.0,59091125.0,0.62,translocation_interchr,-1.0,0,[]
Segment 58,2734,492,13,16,98285741.0,59091125.0,0.05,translocation_interchr,-1.0,0,[]
Segment 59,2993,601,16,16,53030128.0,59102650.0,0.27,translocation_intrachr,-1.0,0,[]
Segment 59,2999,602,16,16,53030128.0,59102650.0,0.05,translocation_intrachr,-1.0,0,[]
Segment 61,3064,1421,17,17,14209213.0,15479623.0,-1.0,duplication_split,1356581.0,0,"['Path 30', 'Path 31', 'Path 31', 'Path 31']"
Segment 61,3063,1422,17,17,14209213.0,15479623.0,-1.0,duplication_split,1356581.0,0,[]
Segment 64,3145,1440,18,18,2121562.0,8250329.0,0.28,translocation_intrachr,-1.0,0,"['Path 32', 'Path 33', 'Path 33', 'Path 33']"
Segment 68,3337,622,20,20,16253974.0,20647796.0,0.98,inversion,207053.0,0,[]
Segment 68,3339,621,20,20,16253974.0,20647796.0,0.95,inversion,301473.5,0,[]
Segment 70,3337,622,20,20,16253974.0,20647796.0,0.98,inversion,207053.0,0,['Path 37']
Segment 70,3339,621,20,20,16253974.0,20647796.0,0.95,inversion,301473.5,0,[]
