Segments,smap_id,q_id,ref_c_id1,ref_c_id2,ref_start,ref_end,confidence,sv_type,size,VAF,Paths
Segment 49,2961,142,15,15,63471437.0,65417718.0,1.0,inversion,1944556.0,0,[]
Segment 50,2945,141,15,15,63471437.0,65417718.0,1.0,inversion,1944556.0,0,['Path 26']
Segment 50,2961,142,15,15,63471437.0,65417718.0,1.0,inversion,1944556.0,0,[]
Segment 50,2963,141,15,15,63473162.0,65442966.0,1.0,inversion,1944556.0,0,[]
Segment 50,2965,142,15,15,63473162.0,65442966.0,1.0,inversion,1944556.0,0,[]
Segment 51,2963,141,15,15,63473162.0,65442966.0,1.0,inversion,1944556.0,0,['Path 26']
Segment 51,2965,142,15,15,63473162.0,65442966.0,1.0,inversion,1944556.0,0,[]
Segment 52,3028,1621,16,16,21500434.0,22438802.0,0.74,inversion,198203.0,0,[]
Segment 53,3028,1621,16,16,21500434.0,22438802.0,0.74,inversion,198203.0,0,[]
Segment 56,3194,1460,17,17,71115537.0,71780527.0,-1.0,duplication_split,774287.0,0,"['Path 29', 'Path 30', 'Path 30', 'Path 30']"
