chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain
Path2 : 1	173731347	185799999	q25.1	gneg	q25	Path2	-	1	True	173731348	176100000	gneg	0	Path2 : 1	1	q25	gneg
Path2 : 1	185799999	198699999	q31.1	gpos100	q31	Path2	-	1	True	185800000	190800000	gpos100	0	Path2 : 1	1	q31	gpos100
Path2 : 1	198699999	214399999	q32.1	gneg	q32	Path2	-	1	True	198700000	207100000	gneg	0	Path2 : 1	1	q32	gneg
Path2 : 1	214399999	223899999	q41	gpos100	q41	Path2	-	1	True	214400000	223900000	gpos100	0	Path2 : 1	1	q41	gpos100
Path2 : 1	223899999	236399999	q42.11	gneg	q42	Path2	-	1	True	223900000	224400000	gneg	0	Path2 : 1	1	q42	gneg
Path2 : 1	236399999	243499999	q43	gpos75	q43	Path2	-	1	True	236400000	243500000	gpos75	0	Path2 : 1	1	q43	gpos100
Path2 : 1	243499999	248943332	q44	gneg	q44	Path2	-	1	False	243500000	248943333	gneg	0	Path2 : 1	1	q44	gneg
Path3 : 2	1	11977937	p25.3	gneg	p25	Path3	-	2	True	22064	4400000	gneg	0	Path3 : 2	2	p25	gneg
Path3 : 2	11977937	23777937	p24.3	gpos75	p24	Path3	-	2	True	12000000	16500000	gpos75	0	Path3 : 2	2	p24	gpos100
Path3 : 2	23777937	31777937	p23.3	gneg	p23	Path3	-	2	True	23800000	27700000	gneg	0	Path3 : 2	2	p23	gneg
Path3 : 2	31777937	41477937	p22.3	gpos75	p22	Path3	-	2	True	31800000	36300000	gpos50	0	Path3 : 2	2	p22	gpos100
Path3 : 2	41477937	47477937	p21	gneg	p21	Path3	-	2	True	41500000	47500000	gneg	0	Path3 : 2	2	p21	gneg
Path3 : 2	47477937	60977937	p16.3	gpos100	p16	Path3	-	2	True	47500000	52600000	gpos100	0	Path3 : 2	2	p16	gpos100
Path3 : 2	60977937	63877937	p15	gneg	p15	Path3	-	2	True	61000000	63900000	gneg	0	Path3 : 2	2	p15	gneg
Path3 : 2	63877937	68377937	p14	gpos50	p14	Path3	-	2	True	63900000	68400000	gpos50	0	Path3 : 2	2	p14	gpos50
Path3 : 2	68377937	74777937	p13.3	gneg	p13	Path3	-	2	True	68400000	71300000	gneg	0	Path3 : 2	2	p13	gneg
Path3 : 2	74777937	83077937	p12	gpos100	p12	Path3	-	2	True	74800000	83100000	gpos100	0	Path3 : 2	2	p12	gpos100
Path3 : 2	83077937	91777937	p11.2	gneg	p11	Path3	-	2	True	83100000	91800000	acen	0	Path3 : 2	2	p11.2	gneg
Path3 : 2	91777937	93877937	p11.1	acen	p11	Path3	-	2	True	91800000	93900000	acen	0	Path3 : 2	2	p11.1	acen
Path3 : 2	93877937	95977937	q11.1	acen	q11	Path3	-	2	True	93900000	96000000	acen	0	Path3 : 2	2	q11.1	acen
Path3 : 2	95977937	102077937	q11.2	gneg	q11	Path3	-	2	True	96000000	102100000	acen	0	Path3 : 2	2	q11.2	gneg
Path3 : 2	102077937	108677937	q12.1	gpos50	q12	Path3	-	2	True	102100000	105300000	gpos25	0	Path3 : 2	2	q12	gpos50
Path3 : 2	108677937	112177937	q13	gneg	q13	Path3	-	2	True	108700000	112200000	gneg	0	Path3 : 2	2	q13	gneg
Path3 : 2	112177937	118077936	q14.1	gpos50	q14	Path3	-	2	True	112200000	114361602	gpos50	0	Path3 : 2	2	q14.1	gpos50
Path3 : 2	118077936	121577936	q14.2	gneg	q14	Path3	-	2	True	118100000	121600000	gpos50	0	Path3 : 2	2	q14.2	gneg
Path3 : 2	121577936	129077936	q14.3	gpos50	q14	Path3	-	2	True	121600000	129100000	gpos50	0	Path3 : 2	2	q14.3	gpos50
Path3 : 2	129077936	136077935	q21.1	gneg	q21	Path3	-	2	True	129100000	131700000	gneg	0	Path3 : 2	2	q21	gneg
Path3 : 2	136077935	147877934	q22.1	gpos100	q22	Path3	-	2	True	136100000	139345651	gpos100	0	Path3 : 2	2	q22	gpos100
Path3 : 2	147877934	153977934	q23.1	gneg	q23	Path3	-	2	True	147900000	149000000	gneg	0	Path3 : 2	2	q23	gneg
Path3 : 2	153977934	168877932	q24.1	gpos75	q24	Path3	-	2	True	154000000	158900000	gpos75	0	Path3 : 2	2	q24	gpos100
Path3 : 2	168877932	182077932	q31.1	gneg	q31	Path3	-	2	True	168900000	177100000	gneg	0	Path3 : 2	2	q31	gneg
Path3 : 2	182077932	196577932	q32.1	gpos75	q32	Path3	-	2	True	182100000	188500000	gpos75	0	Path3 : 2	2	q32	gpos100
Path3 : 2	196577932	208177932	q33.1	gneg	q33	Path3	-	2	True	196600000	202500000	gneg	0	Path3 : 2	2	q33	gneg
Path3 : 2	208177932	214477932	q34	gpos100	q34	Path3	-	2	True	208200000	214500000	gpos100	0	Path3 : 2	2	q34	gpos75
Path3 : 2	214477932	220677932	q35	gneg	q35	Path3	-	2	True	214500000	220700000	gneg	0	Path3 : 2	2	q35	gneg
Path3 : 2	220677932	230077932	q36.1	gpos75	q36	Path3	-	2	True	220700000	224300000	gpos100	0	Path3 : 2	2	q36	gpos75
Path3 : 2	230077932	242158091	q37.1	gneg	q37	Path3	-	2	True	230100000	234700000	gneg	0	Path3 : 2	2	q37	gneg
Path6 : der(2)t(2;5)	1	11977937	p25.1	gneg	p25	Path6	+	2	True	6900000	12000000	gneg	0	Path6 : (2;5)	2	p25	gneg
Path6 : der(2)t(2;5)	11977937	23777937	p24.1	gpos75	p24	Path6	+	2	True	19000000	23800000	gpos75	0	Path6 : (2;5)	2	p24	gpos100
Path6 : der(2)t(2;5)	23777937	31777937	p23.1	gneg	p23	Path6	+	2	True	29800000	31800000	gneg	0	Path6 : (2;5)	2	p23	gneg
Path6 : der(2)t(2;5)	31777937	41477937	p22.1	gpos50	p22	Path6	+	2	True	38300000	41500000	gpos75	0	Path6 : (2;5)	2	p22	gpos100
Path6 : der(2)t(2;5)	41477937	47477937	p21	gneg	p21	Path6	+	2	True	41500000	47500000	gneg	0	Path6 : (2;5)	2	p21	gneg
Path6 : der(2)t(2;5)	47477937	60977937	p16.1	gpos100	p16	Path6	+	2	True	54700000	61000000	gpos100	0	Path6 : (2;5)	2	p16	gpos100
Path6 : der(2)t(2;5)	60977937	63877937	p15	gneg	p15	Path6	+	2	True	61000000	63900000	gneg	0	Path6 : (2;5)	2	p15	gneg
Path6 : der(2)t(2;5)	63877937	68377937	p14	gpos50	p14	Path6	+	2	True	63900000	68400000	gpos50	0	Path6 : (2;5)	2	p14	gpos50
Path6 : der(2)t(2;5)	68377937	74777937	p13.1	gneg	p13	Path6	+	2	True	73300000	74800000	gneg	0	Path6 : (2;5)	2	p13	gneg
Path6 : der(2)t(2;5)	74777937	83077937	p12	gpos100	p12	Path6	+	2	True	74800000	83100000	gpos100	0	Path6 : (2;5)	2	p12	gpos100
Path6 : der(2)t(2;5)	83077937	91777937	p11.2	gneg	p11	Path6	+	2	True	83100000	91800000	acen	0	Path6 : (2;5)	2	p11.2	gneg
Path6 : der(2)t(2;5)	91777937	93877937	p11.1	acen	p11	Path6	+	2	True	91800000	93900000	acen	0	Path6 : (2;5)	2	p11.1	acen
Path6 : der(2)t(2;5)	93877937	95977937	q11.1	acen	q11	Path6	+	2	True	93900000	96000000	acen	0	Path6 : (2;5)	2	q11.1	acen
Path6 : der(2)t(2;5)	95977937	102077937	q11.2	gneg	q11	Path6	+	2	True	96000000	102100000	acen	0	Path6 : (2;5)	2	q11.2	gneg
Path6 : der(2)t(2;5)	102077937	108677937	q12.3	gpos25	q12	Path6	+	2	True	106700000	108700000	gpos50	0	Path6 : (2;5)	2	q12	gpos50
Path6 : der(2)t(2;5)	108677937	112177937	q13	gneg	q13	Path6	+	2	True	108700000	112200000	gneg	0	Path6 : (2;5)	2	q13	gneg
Path6 : der(2)t(2;5)	112177937	114339539	q14.1	gpos50	q14	Path6	+	2	True	112200000	114361602	gpos50	0	Path6 : (2;5)	2	q14.1	gpos50
Path6 : der(2)t(2;5)	114339539	117996378	q21.3	gneg	q21	Path6	+	2	True	134300000	136100000	gpos25	0	Path6 : (2;5)	2	q21	gneg
Path6 : der(2)t(2;5)	117996378	121242029	q22.1	gpos100	q22	Path6	+	2	True	136100000	139345651	gpos100	0	Path6 : (2;5)	2	q22	gpos100
Path6 : der(2)t(2;5)	121242029	124980426	q14.1	gpos50	q14	Path6	+	2	True	114361603	118100000	gpos50	0	Path6 : (2;5)	2	q14.1	gpos50
Path6 : der(2)t(2;5)	124980426	128480426	q14.2	gneg	q14	Path6	+	2	True	118100000	121600000	gpos50	0	Path6 : (2;5)	2	q14.2	gneg
Path6 : der(2)t(2;5)	128480426	135980426	q14.3	gpos50	q14	Path6	+	2	True	121600000	129100000	gpos50	0	Path6 : (2;5)	2	q14.3	gpos50
Path6 : der(2)t(2;5)	135980426	139323586	q21.2	gpos25	q21	Path6	+	2	True	131700000	132443160	gpos25	0	Path6 : (2;5)	2	q21	gneg
Path6 : der(2)t(2;5)	139323586	147877934	q22.3	gpos100	q22	Path6	+	2	True	143400000	147900000	gpos100	0	Path6 : (2;5)	2	q22	gpos100
Path6 : der(2)t(2;5)	147877934	153977934	q23.3	gneg	q23	Path6	+	2	True	149600000	154000000	gneg	0	Path6 : (2;5)	2	q23	gneg
Path6 : der(2)t(2;5)	153977934	159632593	q24.2	gneg	q24	Path6	+	2	True	158900000	159654659	gpos75	0	Path6 : (2;5)	2	q24	gpos100
Path6 : der(2)t(2;5)	159632593	165371805	p13.1	gneg	p13	Path6	+	5	True	38400000	42036817	gpos25	0	Path6 : (2;5)	2	p13	gneg
Path6 : der(2)t(2;5)	165371805	168880420	q24.3	gpos75	q24	Path6	+	2	True	165391385	168900000	gpos75	0	Path6 : (2;5)	2	q24	gpos100
Path6 : der(2)t(2;5)	168880420	182080420	q31.3	gneg	q31	Path6	+	2	True	179700000	182100000	gneg	0	Path6 : (2;5)	2	q31	gneg
Path6 : der(2)t(2;5)	182080420	196580420	q32.3	gpos75	q32	Path6	+	2	True	191100000	196600000	gpos75	0	Path6 : (2;5)	2	q32	gpos100
Path6 : der(2)t(2;5)	196580420	208180420	q33.3	gneg	q33	Path6	+	2	True	204100000	208200000	gneg	0	Path6 : (2;5)	2	q33	gneg
Path6 : der(2)t(2;5)	208180420	214480420	q34	gpos100	q34	Path6	+	2	True	208200000	214500000	gpos100	0	Path6 : (2;5)	2	q34	gpos75
Path6 : der(2)t(2;5)	214480420	220680420	q35	gneg	q35	Path6	+	2	True	214500000	220700000	gneg	0	Path6 : (2;5)	2	q35	gneg
Path6 : der(2)t(2;5)	220680420	230080420	q36.3	gpos100	q36	Path6	+	2	True	225200000	230100000	gpos75	0	Path6 : (2;5)	2	q36	gpos75
Path6 : der(2)t(2;5)	230080420	242160579	q37.3	gneg	q37	Path6	+	2	True	237185587	242181357	gneg	0	Path6 : (2;5)	2	q37	gneg
Path8 : 3	1	8100001	p26.1	gpos50	p26	Path8	+	3	False	4000000	8100000	gpos50	0	Path8 : 3	3	p26	gpos75
Path8 : 3	8100001	16300001	p25.1	gneg	p25	Path8	+	3	False	13200000	16300000	gneg	0	Path8 : 3	3	p25	gneg
Path8 : 3	16300001	30800001	p24.1	gpos75	p24	Path8	+	3	False	26300000	30800000	gpos100	0	Path8 : 3	3	p24	gpos100
Path8 : 3	30800001	32000001	p23	gneg	p23	Path8	+	3	False	30800000	32000000	gneg	0	Path8 : 3	3	p23	gneg
Path8 : 3	32000001	43600001	p22.1	gpos75	p22	Path8	+	3	False	39300000	43600000	gpos50	0	Path8 : 3	3	p22	gpos50
Path8 : 3	43600001	54400001	p21.1	gneg	p21	Path8	+	3	False	52300000	54400000	gneg	0	Path8 : 3	3	p21	gneg
Path8 : 3	54400001	69700001	p14.1	gpos50	p14	Path8	+	3	False	63800000	69700000	gpos50	0	Path8 : 3	3	p14	gpos75
Path8 : 3	69700001	74100001	p13	gneg	p13	Path8	+	3	False	69700000	74100000	gneg	0	Path8 : 3	3	p13	gneg
Path8 : 3	74100001	87100001	p12.1	gpos75	p12	Path8	+	3	False	83500000	87100000	gpos75	0	Path8 : 3	3	p12	gpos75
Path8 : 3	87100001	90900001	p11.1	acen	p11	Path8	+	3	False	87800000	90900000	acen	0	Path8 : 3	3	p11	acen
Path8 : 3	90900001	94000001	q11.1	acen	q11	Path8	+	3	False	90900000	94000000	acen	0	Path8 : 3	3	q11.1	acen
Path8 : 3	94000001	98600001	q11.2	gvar	q11	Path8	+	3	False	94000000	98600000	acen	0	Path8 : 3	3	q11.2	acen
Path8 : 3	98600001	103100001	q12.3	gneg	q12	Path8	+	3	False	101200000	103100000	gneg	0	Path8 : 3	3	q12	gneg
Path8 : 3	103100001	111600001	q13.13	gpos50	q13	Path8	+	3	False	108200000	111600000	gpos75	0	Path8 : 3	3	q13.1	gpos75
Path8 : 3	111600001	113700001	q13.2	gneg	q13	Path8	+	3	False	111600000	113700000	gpos75	0	Path8 : 3	3	q13.2	gneg
Path8 : 3	113700001	122200001	q13.33	gpos75	q13	Path8	+	3	False	119300000	122200000	gpos75	0	Path8 : 3	3	q13.3	gpos75
Path8 : 3	122200001	129500001	q21.3	gneg	q21	Path8	+	3	False	126100000	129500000	gneg	0	Path8 : 3	3	q21	gneg
Path8 : 3	129500001	139000001	q22.3	gpos25	q22	Path8	+	3	False	136000000	139000000	gpos25	0	Path8 : 3	3	q22	gpos25
Path8 : 3	139000001	143100001	q23	gneg	q23	Path8	+	3	False	139000000	143100000	gneg	0	Path8 : 3	3	q23	gneg
Path8 : 3	143100001	149200001	q24	gpos100	q24	Path8	+	3	False	143100000	149200000	gpos100	0	Path8 : 3	3	q24	gpos75
Path8 : 3	149200001	160999999	q25.33	gneg	q25	Path8	+	3	True	160790040	161000000	gneg	0	Path8 : 3	3	q25	gneg
Path8 : 3	160999999	167899999	q26.1	gpos100	q26	Path8	+	3	True	161000000	167900000	gpos75	0	Path8 : 3	3	q26.1	gpos100
Path8 : 3	167899999	171199999	q26.2	gneg	q26	Path8	+	3	True	167900000	171200000	gpos75	0	Path8 : 3	3	q26.2	gneg
Path8 : 3	171199999	182999997	q26.33	gpos75	q26	Path8	+	3	True	182906584	183000000	gpos75	0	Path8 : 3	3	q26.3	gpos100
Path8 : 3	182999997	188199997	q27.3	gneg	q27	Path8	+	3	True	186300000	188200000	gneg	0	Path8 : 3	3	q27	gneg
Path8 : 3	188199997	192599997	q28	gpos75	q28	Path8	+	3	True	188200000	192600000	gpos75	0	Path8 : 3	3	q28	gpos50
Path8 : 3	192599997	198230593	q29	gneg	q29	Path8	+	3	True	192600000	198230596	gneg	0	Path8 : 3	3	q29	gneg
Path9 : 3	1	8100001	p26.3	gpos50	p26	Path9	-	3	True	0	2800000	gpos50	0	Path9 : 3	3	p26	gpos75
Path9 : 3	8100001	16300001	p25.3	gneg	p25	Path9	-	3	True	8100000	11600000	gneg	0	Path9 : 3	3	p25	gneg
Path9 : 3	16300001	30800001	p24.3	gpos100	p24	Path9	-	3	True	16300000	23800000	gpos75	0	Path9 : 3	3	p24	gpos100
Path9 : 3	30800001	32000001	p23	gneg	p23	Path9	-	3	True	30800000	32000000	gneg	0	Path9 : 3	3	p23	gneg
Path9 : 3	32000001	43600001	p22.3	gpos50	p22	Path9	-	3	True	32000000	36400000	gpos75	0	Path9 : 3	3	p22	gpos50
Path9 : 3	43600001	54400001	p21.33	gneg	p21	Path9	-	3	True	43600000	44100000	gneg	0	Path9 : 3	3	p21	gneg
Path9 : 3	54400001	69700001	p14.3	gpos50	p14	Path9	-	3	True	54400000	58600000	gpos50	0	Path9 : 3	3	p14	gpos75
Path9 : 3	69700001	74100001	p13	gneg	p13	Path9	-	3	True	69700000	74100000	gneg	0	Path9 : 3	3	p13	gneg
Path9 : 3	74100001	87100001	p12.3	gpos75	p12	Path9	-	3	True	74100000	79800000	gpos75	0	Path9 : 3	3	p12	gpos75
Path9 : 3	87100001	90900001	p11.2	gneg	p11	Path9	-	3	True	87100000	87800000	acen	0	Path9 : 3	3	p11	acen
Path9 : 3	90900001	94000001	q11.1	acen	q11	Path9	-	3	True	90900000	94000000	acen	0	Path9 : 3	3	q11.1	acen
Path9 : 3	94000001	98600001	q11.2	gvar	q11	Path9	-	3	True	94000000	98600000	acen	0	Path9 : 3	3	q11.2	acen
Path9 : 3	98600001	103100001	q12.1	gneg	q12	Path9	-	3	True	98600000	100300000	gneg	0	Path9 : 3	3	q12	gneg
Path9 : 3	103100001	111600001	q13.11	gpos75	q13	Path9	-	3	True	103100000	106500000	gpos75	0	Path9 : 3	3	q13.1	gpos75
Path9 : 3	111600001	113700001	q13.2	gneg	q13	Path9	-	3	True	111600000	113700000	gpos75	0	Path9 : 3	3	q13.2	gneg
Path9 : 3	113700001	122200001	q13.31	gpos75	q13	Path9	-	3	True	113700000	117600000	gpos75	0	Path9 : 3	3	q13.3	gpos75
Path9 : 3	122200001	129500001	q21.1	gneg	q21	Path9	-	3	True	122200000	124100000	gneg	0	Path9 : 3	3	q21	gneg
Path9 : 3	129500001	139000001	q22.1	gpos25	q22	Path9	-	3	True	129500000	134000000	gpos25	0	Path9 : 3	3	q22	gpos25
Path9 : 3	139000001	143100001	q23	gneg	q23	Path9	-	3	True	139000000	143100000	gneg	0	Path9 : 3	3	q23	gneg
Path9 : 3	143100001	149200001	q24	gpos100	q24	Path9	-	3	True	143100000	149200000	gpos100	0	Path9 : 3	3	q24	gpos75
Path9 : 3	149200001	155953511	q25.1	gneg	q25	Path9	-	3	True	149200000	152300000	gneg	0	Path9 : 3	3	q25	gneg
Path9 : 3	155953511	163568979	q26.31	gpos75	q26	Path9	-	3	True	175291115	176000000	gpos75	0	Path9 : 3	3	q26.3	gpos100
Path9 : 3	163568979	163778939	q25.33	gneg	q25	Path9	-	3	True	160790040	161000000	gneg	0	Path9 : 3	3	q25	gneg
Path9 : 3	163778939	170678939	q26.1	gpos100	q26	Path9	-	3	True	161000000	167900000	gpos75	0	Path9 : 3	3	q26.1	gpos100
Path9 : 3	170678939	173978939	q26.2	gneg	q26	Path9	-	3	True	167900000	171200000	gpos75	0	Path9 : 3	3	q26.2	gneg
Path9 : 3	173978939	178070053	q26.31	gpos75	q26	Path9	-	3	True	171200000	175291114	gpos75	0	Path9 : 3	3	q26.3	gpos100
Path9 : 3	178070053	182906581	q25.31	gneg	q25	Path9	-	3	True	155953511	157300000	gneg	0	Path9 : 3	3	q25	gneg
Path9 : 3	182906581	182999997	q26.33	gpos75	q26	Path9	-	3	True	182906584	183000000	gpos75	0	Path9 : 3	3	q26.3	gpos100
Path9 : 3	182999997	188199997	q27.1	gneg	q27	Path9	-	3	True	183000000	184800000	gneg	0	Path9 : 3	3	q27	gneg
Path9 : 3	188199997	192599997	q28	gpos75	q28	Path9	-	3	True	188200000	192600000	gpos75	0	Path9 : 3	3	q28	gpos50
Path9 : 3	192599997	198230593	q29	gneg	q29	Path9	-	3	False	192600000	198230596	gneg	0	Path9 : 3	3	q29	gneg
Path10 : 4	1	11300001	p16.1	gneg	p16	Path10	+	4	False	6000000	11300000	gneg	0	Path10 : 4	4	p16	gneg
Path10 : 4	11300001	21300001	p15.31	gpos75	p15	Path10	+	4	False	17700000	21300000	gneg	0	Path10 : 4	4	p15.3	gpos100
Path10 : 4	21300001	27700001	p15.2	gneg	p15	Path10	+	4	False	21300000	27700000	gneg	0	Path10 : 4	4	p15.2	gneg
Path10 : 4	27700001	35800001	p15.1	gpos100	p15	Path10	+	4	False	27700000	35800000	gneg	0	Path10 : 4	4	p15.1	gpos100
Path10 : 4	35800001	41200001	p14	gneg	p14	Path10	+	4	False	35800000	41200000	gneg	0	Path10 : 4	4	p14	gneg
Path10 : 4	41200001	44600001	p13	gpos50	p13	Path10	+	4	False	41200000	44600000	gpos50	0	Path10 : 4	4	p13	gpos75
Path10 : 4	44600001	48200001	p12	gneg	p12	Path10	+	4	False	44600000	48200000	gneg	0	Path10 : 4	4	p12	gneg
Path10 : 4	48200001	50000001	p11	acen	p11	Path10	+	4	False	48200000	50000000	acen	0	Path10 : 4	4	p11	acen
Path10 : 4	50000001	51800001	q11	acen	q11	Path10	+	4	False	50000000	51800000	acen	0	Path10 : 4	4	q11	acen
Path10 : 4	51800001	58500001	q12	gneg	q12	Path10	+	4	False	51800000	58500000	gneg	0	Path10 : 4	4	q12	gneg
Path10 : 4	58500001	75300001	q13.3	gpos75	q13	Path10	+	4	False	69400000	75300000	gpos100	0	Path10 : 4	4	q13	gpos100
