Segments,smap_id,q_id,ref_c_id1,ref_c_id2,ref_start,ref_end,confidence,sv_type,size,VAF,Paths
Segment 34,2144,492,10,10,11294502.0,15249379.0,0.99,deletion,3957809.0,0,[]
Segment 34,2139,491,10,10,11294502.0,15249379.0,0.99,deletion,3957809.0,0,[]
Segment 36,2144,492,10,10,11294502.0,15249379.0,0.99,deletion,3957809.0,0,[]
Segment 36,2139,491,10,10,11294502.0,15249379.0,0.99,deletion,3957809.0,0,[]
Segment 36,2167,1300,10,12,25146376.0,72163696.0,0.66,translocation_interchr,-1.0,0,[]
Segment 37,2168,1292,10,12,25142734.0,81104237.0,0.52,translocation_interchr,-1.0,0,['Path 20']
Segment 37,2170,1291,10,12,25142734.0,81104237.0,0.55,translocation_interchr,-1.0,0,[]
Segment 38,2179,611,10,12,35776459.0,98530343.5,0.44,translocation_interchr,-1.0,0,[]
Segment 38,2180,1131,10,12,32656336.0,98526640.0,0.69,translocation_interchr,-1.0,0,[]
Segment 38,2181,1132,10,12,32656336.0,98526640.0,0.85,translocation_interchr,-1.0,0,[]
Segment 38,2174,612,10,12,35776459.0,98530343.5,0.78,translocation_interchr,-1.0,0,[]
Segment 41,2544,322,12,12,72152280.0,81114480.0,0.75,translocation_intrachr,-1.0,0,['Path 21']
Segment 41,2518,321,12,12,72152280.0,81114480.0,0.2,translocation_intrachr,-1.0,0,[]
Segment 42,2168,1292,10,12,25142734.0,81104237.0,0.52,translocation_interchr,-1.0,0,[]
Segment 42,2170,1291,10,12,25142734.0,81104237.0,0.55,translocation_interchr,-1.0,0,[]
Segment 42,2167,1300,10,12,25146376.0,72163696.0,0.66,translocation_interchr,-1.0,0,[]
Segment 43,2544,322,12,12,72152280.0,81114480.0,0.75,translocation_intrachr,-1.0,0,[]
Segment 43,2180,1131,10,12,32656336.0,98526640.0,0.69,translocation_interchr,-1.0,0,[]
Segment 43,2181,1132,10,12,32656336.0,98526640.0,0.85,translocation_interchr,-1.0,0,[]
Segment 43,2518,321,12,12,72152280.0,81114480.0,0.2,translocation_intrachr,-1.0,0,[]
Segment 44,2179,611,10,12,35776459.0,98530343.5,0.44,translocation_interchr,-1.0,0,[]
Segment 44,2174,612,10,12,35776459.0,98530343.5,0.78,translocation_interchr,-1.0,0,[]
Segment 45,2743,1310,13,13,93262370.0,99041922.0,0.26,translocation_intrachr,-1.0,0,['Path 13']
Segment 46,1721,141,7,13,86013478.0,99034398.0,0.78,translocation_interchr,-1.0,0,['Path 14']
Segment 46,1674,1250,7,13,85985088.0,93271980.0,0.83,translocation_interchr,-1.0,0,[]
Segment 46,1779,142,7,13,86013478.0,99035916.0,0.72,translocation_interchr,-1.0,0,[]
Segment 47,2743,1310,13,13,93262370.0,99041922.0,0.26,translocation_intrachr,-1.0,0,[]
Segment 50,2972,1421,15,15,30766282.0,31639515.0,0.93,inversion,183317.0,0,[]
Segment 51,2972,1421,15,15,30766282.0,31639515.0,0.93,inversion,183317.0,0,[]
Segment 57,3306,412,20,20,286086.0,6057095.0,-1.0,duplication_split,5989703.5,0,"['Path 36', 'Path 37', 'Path 37', 'Path 37']"
Segment 57,3285,411,20,20,286086.0,6057095.0,-1.0,duplication_split,5989703.5,0,[]
Segment 61,3417,592,23,23,6441088.0,8165704.0,0.99,deletion,1627359.7,0,[]
Segment 61,3412,591,23,23,6441088.0,8165704.0,0.99,deletion,1627359.7,0,[]
Segment 63,3417,592,23,23,6441088.0,8165704.0,0.99,deletion,1627359.7,0,['Path 43']
Segment 63,3412,591,23,23,6441088.0,8165704.0,0.99,deletion,1627359.7,0,[]
