index	origin	start	end
Chr13a	59+,CEN13+,60+,61+,61-,62+,63+,64+	16000000	10000
Chr13b	59+,CEN13+,60+,61+,62+,63-,63+,64+	16000000	10000
Chr14a	65+,CEN14+,66+	16000000	160000
Chr14b	65+,CEN14+,66+	16000000	160000
Chr15a	67+,CEN15+,68+,69+,70+	17000000	10000
Chr15b	67+,CEN15+,68+,70+	17000000	10000
Chr16a	71+,CEN16+,72+	10000	110000
Chr16b	71+,CEN16+,72+	10000	110000
Chr17a	73+,CEN17+,74+	60000	10000
Chr17b	73+,CEN17+,74+	60000	10000
Chr18a	75+,CEN18+,76+	10000	110000
Chr18b	75+,CEN18+,76+	10000	110000
Chr19a	77+,CEN19+,78+	60000	10000
Chr19b	77+,CEN19+,78+	60000	10000
Chr20a	79+,CEN20+,80+	60000	110000
Chr20b	79+,CEN20+,80+	60000	110000
Chr21a	81+,CEN21+,82+	5010000	10000
Chr21b	81+,CEN21+,82+	5010000	10000
Chr22a	83+,CEN22+,84+	10510000	10000
Chr22b	83+,CEN22+,84+	10510000	10000
ChrXa	85+,CENX+,86+,87+,88+	10000	10000
ChrXb	85+,CENX+,86+,69+,87+,88+	10000	10000
---
initialization
	autosomes: ['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr11', 'Chr12', 'Chr13', 'Chr14', 'Chr15', 'Chr16', 'Chr17', 'Chr18', 'Chr19', 'Chr20', 'Chr21', 'Chr22']
	autosomal copy number: 2
	sex chromosomes: ['ChrX', 'ChrX']
block 1: random events
	deletion on segments [7+], from Chr1a to Chr1a
	nonreciprocal translocation on segments [27+], from Chr5b to Chr1b
	balanced reciprocal translocation on segments [17+], from Chr3b to Chr3b
	balanced reciprocal translocation on segments [12+], from Chr3b to Chr3b
	inversion on segments [31+], from Chr5b to Chr5b
	inversion on segments [45+], from Chr8a to Chr8a
	tandem duplication on segments [53+], from Chr10a to Chr10a
	tandem duplication on segments [21+], from Chr4a to Chr4a
	right duplication inversion on segments [50+], from Chr10b to Chr10b
	tandem duplication on segments [23+], from Chr4b to Chr4b
	balanced reciprocal translocation on segments [37+], from Chr6a to Chr6a
	balanced reciprocal translocation on segments [39+], from Chr6a to Chr6a
	left duplication inversion on segments [29+], from Chr5a to Chr5a
	right duplication inversion on segments [14+], from Chr3b to Chr3b
	nonreciprocal translocation on segments [69+], from Chr15b to ChrXb
	nonreciprocal translocation on segments [34+], from Chr6a to Chr1b
	left duplication inversion on segments [63+], from Chr13b to Chr13b
	right duplication inversion on segments [61+], from Chr13a to Chr13a
