index	origin	start	end
Chr7a	24+,CEN7+,25+,26+,27+,28+,29+	10000	10000
Chr7b	24+,CEN7+,25+,27+,29+	10000	10000
Chr8a	30+,CEN8+,31+	60000	60000
Chr8b	30+,CEN8+,31+	60000	60000
Chr9a	32+,CEN9+,33+,34+,35+	10000	60000
Chr9b	32+,CEN9+,33+,60+,2+,3+,35+	10000	60000
Chr10a	36+,CEN10+,37+	10000	10000
Chr10b	36+,CEN10+,37+	10000	10000
Chr11a	38+,CEN11+,39+	60000	10000
Chr11b	38+,CEN11+,39+	60000	10000
Chr12a	40+,44+,42+,CEN12+,43+,41+,45+,46+,47+	10000	10000
Chr12b	40+,41+,42+,CEN12+,43+,44+,45+,46+,47+,48+	10000	10000
Chr13a	49+,CEN13+,50+,51+,52+,53+,54+	16000000	10000
Chr13b	49+,CEN13+,50+,53+,52+,51+,54+	16000000	10000
Chr14a	55+,CEN14+,56+	16000000	160000
Chr14b	55+,CEN14+,56+	16000000	160000
Chr15a	57+,CEN15+,58+,59+,60+,61+	17000000	10000
Chr15b	57+,CEN15+,58+,61+	17000000	10000
Chr16a	62+,CEN16+,63+	10000	110000
Chr16b	62+,CEN16+,63+	10000	110000
Chr17a	64+,65+,65+,66+,CEN17+,67+,68+,69+,70+	60000	10000
Chr17b	64+,65+,66+,CEN17+,67+,68+,69+,70+,70+	60000	10000
Chr18a	71+,CEN18+,72+	10000	110000
Chr18b	71+,CEN18+,72+	10000	110000
Chr19a	73+,CEN19+,74+	60000	10000
Chr19b	73+,CEN19+,74+	60000	10000
Chr20a	75+,CEN20+,76+	60000	110000
Chr20b	75+,CEN20+,76+	60000	110000
Chr21a	77+,CEN21+,78+	5010000	10000
Chr21b	77+,CEN21+,78+	5010000	10000
Chr22a	79+,CEN22+,80+	10510000	10000
Chr22b	79+,CEN22+,80+	10510000	10000
ChrXa	81+,CENX+,82+	10000	10000
ChrXb	81+,CENX+,82+	10000	10000
---
initialization
	autosomes: ['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr11', 'Chr12', 'Chr13', 'Chr14', 'Chr15', 'Chr16', 'Chr17', 'Chr18', 'Chr19', 'Chr20', 'Chr21', 'Chr22']
	autosomal copy number: 2
	sex chromosomes: ['ChrX', 'ChrX']
block 1: random events
	tandem duplication on segments [65+], from Chr17a to Chr17a
	deletion on segments [28+], from Chr7b to Chr7b
	arm tandem duplication on segments [17+], from Chr4b to Chr4c
	right duplication inversion on segments [13+], from Chr3b to Chr3b
	nonreciprocal translocation on segments [59+,60+], from Chr15b to Chr1b
	balanced reciprocal translocation on segments [44+], from Chr12a to Chr12a
	balanced reciprocal translocation on segments [41+], from Chr12a to Chr12a
	balanced reciprocal translocation on segments [34+], from Chr9b to Chr1b
	balanced reciprocal translocation on segments [60+,2+,3+], from Chr1b to Chr9b
	balanced reciprocal translocation on segments [53+], from Chr13b to Chr13b
	balanced reciprocal translocation on segments [51+], from Chr13b to Chr13b
	left duplication inversion on segments [20+], from Chr5a to Chr5a
	deletion on segments [26+], from Chr7b to Chr7b
	tandem duplication on segments [70+], from Chr17b to Chr17b
	deletion on segments [48+], from Chr12a to Chr12a
	balanced reciprocal translocation on segments [9+], from Chr2b to Chr1b
	balanced reciprocal translocation on segments [5+], from Chr1b to Chr2b
