index	origin	start	end
Chr19b	75+,CEN19+,76+	60000	10000
Chr20a	77+,CEN20+,78+	60000	110000
Chr20b	77+,CEN20+,78+	60000	110000
Chr21a	79+,CEN21+,80+	5010000	10000
Chr21b	79+,CEN21+,80+	5010000	10000
Chr22a	81+,CEN22+,82+,84+	10510000	10000
Chr22b	81+,CEN22+,82+,83+,84+	10510000	10000
ChrXa	85+,CENX+,86+	10000	10000
ChrYa	87+,CENY+,88+	10000	10000
---
initialization
	autosomes: ['Chr1', 'Chr2', 'Chr3', 'Chr4', 'Chr5', 'Chr6', 'Chr7', 'Chr8', 'Chr9', 'Chr10', 'Chr11', 'Chr12', 'Chr13', 'Chr14', 'Chr15', 'Chr16', 'Chr17', 'Chr18', 'Chr19', 'Chr20', 'Chr21', 'Chr22']
	autosomal copy number: 2
	sex chromosomes: ['ChrX', 'ChrY']
block 1: random events
	deletion on segments [53+], from Chr12a to Chr12a
	arm tandem duplication on segments [51+], from Chr12a to Chr12c
	balanced reciprocal translocation on segments [55+], from Chr12b to Chr15a
	balanced reciprocal translocation on segments [65+], from Chr15a to Chr12b
	inversion on segments [49+], from Chr11a to Chr11a
	nonreciprocal translocation on segments [83+], from Chr22a to Chr3b
	deletion on segments [42+], from Chr10b to Chr10b
	balanced reciprocal translocation on segments [23+], from Chr5b to Chr1b
	balanced reciprocal translocation on segments [2+], from Chr1b to Chr5b
	nonreciprocal translocation on segments [39+], from Chr9b to Chr3a
	balanced reciprocal translocation on segments [25+], from Chr5b to Chr16b
	balanced reciprocal translocation on segments [69+], from Chr16b to Chr5b
	nonreciprocal translocation on segments [10+], from Chr3b to Chr2b
	right duplication inversion on segments [29+,30+], from Chr6a to Chr6a
	balanced reciprocal translocation on segments [61+], from Chr14b to Chr6b
	balanced reciprocal translocation on segments [30+,31+], from Chr6b to Chr14b
	deletion on segments [45+], from Chr10b to Chr10b
	inversion on segments [20+], from Chr5b to Chr5b
	arm deletion on segments [44+,46+], from Chr10b to Chr10b
	chromosomal deletion on segments [5+,10+,6+,7+,CEN2+,8+], from Chr2b to Chr2b
