chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain
Path1 : 1	125080313	143180313	q12	gvar	q12	Path1	+	1	True	125100000	143200000	gvar	0	Path1 : 1	1	q12	gpos100
Path1 : 1	143180313	155078046	q21.3	gneg	q21	Path1	+	1	True	150600000	155100000	gneg	0	Path1 : 1	1	q21	gneg
Path1 : 1	155078046	156578046	q22	gpos50	q22	Path1	+	1	True	155100000	156600000	gpos50	0	Path1 : 1	1	q22	gpos25
Path1 : 1	156578046	165478046	q23.3	gneg	q23	Path1	+	1	True	160500000	165500000	gneg	0	Path1 : 1	1	q23	gneg
Path1 : 1	165478046	172978046	q24.3	gpos75	q24	Path1	+	1	True	170900000	173000000	gpos50	0	Path1 : 1	1	q24	gpos50
Path1 : 1	172978046	185778046	q25.3	gneg	q25	Path1	+	1	True	180300000	185800000	gneg	0	Path1 : 1	1	q25	gneg
Path1 : 1	185778046	198678046	q31.3	gpos100	q31	Path1	+	1	True	193800000	198700000	gpos100	0	Path1 : 1	1	q31	gpos100
Path1 : 1	198678046	214378046	q32.3	gneg	q32	Path1	+	1	True	211300000	214400000	gneg	0	Path1 : 1	1	q32	gneg
Path1 : 1	214378046	223878046	q41	gpos100	q41	Path1	+	1	True	214400000	223900000	gpos100	0	Path1 : 1	1	q41	gpos100
Path1 : 1	223878046	236378046	q42.3	gneg	q42	Path1	+	1	True	234600000	236400000	gneg	0	Path1 : 1	1	q42	gneg
Path1 : 1	236378046	243478046	q43	gpos75	q43	Path1	+	1	True	236400000	243500000	gpos75	0	Path1 : 1	1	q43	gpos100
Path1 : 1	243478046	248920364	q44	gneg	q44	Path1	+	1	True	245926078	248942320	gneg	0	Path1 : 1	1	q44	gneg
Path6 : der(1)t(1;2;7)	1	7080315	p36.33	gneg	p36	Path6	-	1	True	19686	2300000	gneg	0	Path6 : (1;2;7)	1	p36.3	gneg
Path6 : der(1)t(1;2;7)	7080315	15880315	p36.23	gpos25	p36	Path6	-	1	True	7100000	9100000	gneg	0	Path6 : (1;2;7)	1	p36.2	gpos50
Path6 : der(1)t(1;2;7)	15880315	25587344	p36.13	gneg	p36	Path6	-	1	True	15900000	20100000	gneg	0	Path6 : (1;2;7)	1	p36.1	gneg
Path6 : der(1)t(1;2;7)	25587344	26938840	p36.11	gneg	p36	Path6	+	1	True	25607030	26958526	gneg	0	Path6 : (1;2;7)	1	p36.1	gneg
Path6 : der(1)t(1;2;7)	26938840	27580313	p36.11	gneg	p36	Path6	-	1	True	26958527	27600000	gneg	0	Path6 : (1;2;7)	1	p36.1	gneg
Path6 : der(1)t(1;2;7)	27580313	34280313	p35.3	gpos25	p35	Path6	-	1	True	27600000	29900000	gpos25	0	Path6 : (1;2;7)	1	p35	gpos25
Path6 : der(1)t(1;2;7)	34280313	39580313	p34.3	gneg	p34	Path6	-	1	True	34300000	39600000	gneg	0	Path6 : (1;2;7)	1	p34.3	gneg
Path6 : der(1)t(1;2;7)	39580313	43680313	p34.2	gpos25	p34	Path6	-	1	True	39600000	43700000	gneg	0	Path6 : (1;2;7)	1	p34.2	gpos25
Path6 : der(1)t(1;2;7)	43680313	46280313	p34.1	gneg	p34	Path6	-	1	True	43700000	46300000	gneg	0	Path6 : (1;2;7)	1	p34.1	gneg
Path6 : der(1)t(1;2;7)	46280313	50180313	p33	gpos75	p33	Path6	-	1	True	46300000	50200000	gpos75	0	Path6 : (1;2;7)	1	p33	gpos75
Path6 : der(1)t(1;2;7)	50180313	60780313	p32.3	gneg	p32	Path6	-	1	True	50200000	55600000	gneg	0	Path6 : (1;2;7)	1	p32	gneg
Path6 : der(1)t(1;2;7)	60780313	84380313	p31.3	gpos50	p31	Path6	-	1	True	60800000	68500000	gpos100	0	Path6 : (1;2;7)	1	p31	gpos100
Path6 : der(1)t(1;2;7)	84380313	94280313	p22.3	gneg	p22	Path6	-	1	True	84400000	87900000	gneg	0	Path6 : (1;2;7)	1	p22	gneg
Path6 : der(1)t(1;2;7)	94280313	106680313	p21.3	gpos75	p21	Path6	-	1	True	94300000	99300000	gpos100	0	Path6 : (1;2;7)	1	p21	gpos100
Path6 : der(1)t(1;2;7)	106680313	117180313	p13.3	gneg	p13	Path6	-	1	True	106700000	111200000	gneg	0	Path6 : (1;2;7)	1	p13	gneg
Path6 : der(1)t(1;2;7)	117180313	120380313	p12	gpos50	p12	Path6	-	1	True	117200000	120400000	gpos50	0	Path6 : (1;2;7)	1	p12	gpos575
Path6 : der(1)t(1;2;7)	120380313	123380313	p11.2	gneg	p11	Path6	-	1	True	120400000	121700000	acen	0	Path6 : (1;2;7)	1	p11	acen
Path6 : der(1)t(1;2;7)	123380313	125080313	q11	acen	q11	Path6	-	1	True	123400000	125100000	acen	0	Path6 : (1;2;7)	1	q11	acen
Path6 : der(1)t(1;2;7)	125080313	143180313	q12	gvar	q12	Path6	-	1	True	125100000	143200000	gvar	0	Path6 : (1;2;7)	1	q12	gpos100
Path6 : der(1)t(1;2;7)	143180313	156363326	q21.1	gneg	q21	Path6	-	1	True	143200000	147055820	gneg	0	Path6 : (1;2;7)	1	q21	gneg
Path6 : der(1)t(1;2;7)	156363326	157863326	q22	gpos50	q22	Path6	-	1	True	155100000	156600000	gpos50	0	Path6 : (1;2;7)	1	q22	gpos25
Path6 : der(1)t(1;2;7)	157863326	166763326	q23.1	gneg	q23	Path6	-	1	True	156600000	159100000	gneg	0	Path6 : (1;2;7)	1	q23	gneg
Path6 : der(1)t(1;2;7)	166763326	174263326	q24.1	gpos50	q24	Path6	-	1	True	165500000	167200000	gpos75	0	Path6 : (1;2;7)	1	q24	gpos50
Path6 : der(1)t(1;2;7)	174263326	187063326	q25.1	gneg	q25	Path6	-	1	True	173000000	176100000	gneg	0	Path6 : (1;2;7)	1	q25	gneg
Path6 : der(1)t(1;2;7)	187063326	199963326	q31.1	gpos100	q31	Path6	-	1	True	185800000	190800000	gpos100	0	Path6 : (1;2;7)	1	q31	gpos100
Path6 : der(1)t(1;2;7)	199963326	215663326	q32.1	gneg	q32	Path6	-	1	True	198700000	207100000	gneg	0	Path6 : (1;2;7)	1	q32	gneg
Path6 : der(1)t(1;2;7)	215663326	225163326	q41	gpos100	q41	Path6	-	1	True	214400000	223900000	gpos100	0	Path6 : (1;2;7)	1	q41	gpos100
Path6 : der(1)t(1;2;7)	225163326	237663326	q42.11	gneg	q42	Path6	-	1	True	223900000	224400000	gneg	0	Path6 : (1;2;7)	1	q42	gneg
Path6 : der(1)t(1;2;7)	237663326	244763326	q43	gpos75	q43	Path6	-	1	True	236400000	243500000	gpos75	0	Path6 : (1;2;7)	1	q43	gpos100
Path6 : der(1)t(1;2;7)	244763326	245718989	q44	gneg	q44	Path6	-	1	True	243500000	244455663	gneg	0	Path6 : (1;2;7)	1	q44	gneg
Path6 : der(1)t(1;2;7)	245718989	247622473	q33	gpos50	q33	Path6	-	7	True	136596515	138461936	gpos50	0	Path6 : (1;2;7)	1	q33	gpos75
Path6 : der(1)t(1;2;7)	247622473	252522473	q34	gneg	q34	Path6	-	7	True	138500000	143400000	gneg	0	Path6 : (1;2;7)	1	q34	gneg
Path6 : der(1)t(1;2;7)	252522473	254776694	q35	gpos75	q35	Path6	-	7	True	143400000	145654221	gpos75	0	Path6 : (1;2;7)	1	q35	gpos100
Path6 : der(1)t(1;2;7)	254776694	260145316	q12.1	gpos50	q12	Path6	-	2	True	103331377	104208311	gpos50	0	Path6 : (1;2;7)	1	q12	gpos50
Path6 : der(1)t(1;2;7)	260145316	263645316	q13	gneg	q13	Path6	-	2	True	108700000	112200000	gneg	0	Path6 : (1;2;7)	1	q13	gneg
Path6 : der(1)t(1;2;7)	263645316	269545316	q14.1	gpos50	q14	Path6	-	2	True	112200000	118100000	gpos50	0	Path6 : (1;2;7)	1	q14.1	gpos50
Path6 : der(1)t(1;2;7)	269545316	273045316	q14.2	gneg	q14	Path6	-	2	True	118100000	121600000	gpos50	0	Path6 : (1;2;7)	1	q14.2	gneg
Path6 : der(1)t(1;2;7)	273045316	280545316	q14.3	gpos50	q14	Path6	-	2	True	121600000	129100000	gpos50	0	Path6 : (1;2;7)	1	q14.3	gpos50
Path6 : der(1)t(1;2;7)	280545316	287545316	q21.1	gneg	q21	Path6	-	2	True	129100000	131700000	gneg	0	Path6 : (1;2;7)	1	q21	gneg
Path6 : der(1)t(1;2;7)	287545316	299345316	q22.1	gpos100	q22	Path6	-	2	True	136100000	141500000	gpos100	0	Path6 : (1;2;7)	1	q22	gpos100
Path6 : der(1)t(1;2;7)	299345316	305445316	q23.1	gneg	q23	Path6	-	2	True	147900000	149000000	gneg	0	Path6 : (1;2;7)	1	q23	gneg
Path6 : der(1)t(1;2;7)	305445316	320345316	q24.1	gpos75	q24	Path6	-	2	True	154000000	158900000	gpos75	0	Path6 : (1;2;7)	1	q24	gpos100
Path6 : der(1)t(1;2;7)	320345316	333545316	q31.1	gneg	q31	Path6	-	2	True	168900000	177100000	gneg	0	Path6 : (1;2;7)	1	q31	gneg
Path6 : der(1)t(1;2;7)	333545316	348045316	q32.1	gpos75	q32	Path6	-	2	True	182100000	188500000	gpos75	0	Path6 : (1;2;7)	1	q32	gpos100
Path6 : der(1)t(1;2;7)	348045316	359645316	q33.1	gneg	q33	Path6	-	2	True	196600000	202500000	gneg	0	Path6 : (1;2;7)	1	q33	gneg
Path6 : der(1)t(1;2;7)	359645316	365945316	q34	gpos100	q34	Path6	-	2	True	208200000	214500000	gpos100	0	Path6 : (1;2;7)	1	q34	gpos75
Path6 : der(1)t(1;2;7)	365945316	372145316	q35	gneg	q35	Path6	-	2	True	214500000	220700000	gneg	0	Path6 : (1;2;7)	1	q35	gneg
Path6 : der(1)t(1;2;7)	372145316	381545316	q36.1	gpos75	q36	Path6	-	2	True	220700000	224300000	gpos100	0	Path6 : (1;2;7)	1	q36	gpos75
Path6 : der(1)t(1;2;7)	381545316	393626673	q37.1	gneg	q37	Path6	-	2	True	230100000	234700000	gneg	0	Path6 : (1;2;7)	1	q37	gneg
Path4 : der(2)t(2;7)	1	12000001	p25.3	gneg	p25	Path4	-	2	True	0	4400000	gneg	0	Path4 : (2;7)	2	p25	gneg
Path4 : der(2)t(2;7)	12000001	23800001	p24.3	gpos75	p24	Path4	-	2	True	12000000	16500000	gpos75	0	Path4 : (2;7)	2	p24	gpos100
Path4 : der(2)t(2;7)	23800001	31800001	p23.3	gneg	p23	Path4	-	2	True	23800000	27700000	gneg	0	Path4 : (2;7)	2	p23	gneg
Path4 : der(2)t(2;7)	31800001	41500001	p22.3	gpos75	p22	Path4	-	2	True	31800000	36300000	gpos50	0	Path4 : (2;7)	2	p22	gpos100
Path4 : der(2)t(2;7)	41500001	47500001	p21	gneg	p21	Path4	-	2	True	41500000	47500000	gneg	0	Path4 : (2;7)	2	p21	gneg
Path4 : der(2)t(2;7)	47500001	60999999	p16.3	gpos100	p16	Path4	-	2	True	47500000	52600000	gpos100	0	Path4 : (2;7)	2	p16	gpos100
Path4 : der(2)t(2;7)	60999999	63899999	p15	gneg	p15	Path4	-	2	True	61000000	63900000	gneg	0	Path4 : (2;7)	2	p15	gneg
Path4 : der(2)t(2;7)	63899999	68399999	p14	gpos50	p14	Path4	-	2	True	63900000	68400000	gpos50	0	Path4 : (2;7)	2	p14	gpos50
Path4 : der(2)t(2;7)	68399999	74799999	p13.3	gneg	p13	Path4	-	2	True	68400000	71300000	gneg	0	Path4 : (2;7)	2	p13	gneg
Path4 : der(2)t(2;7)	74799999	83099999	p12	gpos100	p12	Path4	-	2	True	74800000	83100000	gpos100	0	Path4 : (2;7)	2	p12	gpos100
Path4 : der(2)t(2;7)	83099999	91799999	p11.2	gneg	p11	Path4	-	2	True	83100000	91800000	acen	0	Path4 : (2;7)	2	p11.2	gneg
Path4 : der(2)t(2;7)	91799999	93899999	p11.1	acen	p11	Path4	-	2	True	91800000	93900000	acen	0	Path4 : (2;7)	2	p11.1	acen
Path4 : der(2)t(2;7)	93899999	95999999	q11.1	acen	q11	Path4	-	2	True	93900000	96000000	acen	0	Path4 : (2;7)	2	q11.1	acen
Path4 : der(2)t(2;7)	95999999	102099999	q11.2	gneg	q11	Path4	-	2	True	96000000	102100000	acen	0	Path4 : (2;7)	2	q11.2	gneg
Path4 : der(2)t(2;7)	102099999	104208309	q12.1	gpos50	q12	Path4	-	2	True	102100000	103331376	gpos50	0	Path4 : (2;7)	2	q12	gpos50
Path4 : der(2)t(2;7)	104208309	104851311	q35	gpos75	q35	Path4	-	7	True	147556998	148200000	gpos75	0	Path4 : (2;7)	2	q35	gpos100
Path4 : der(2)t(2;7)	104851311	115986295	q36.1	gneg	q36	Path4	-	7	True	148200000	152800000	gneg	0	Path4 : (2;7)	2	q36	gneg
Path8 : der(2)t(2;7;13)	1	12000001	p25.1	gneg	p25	Path8	+	2	False	6900000	12000000	gneg	0	Path8 : (2;13;7)	2	p25	gneg
Path8 : der(2)t(2;7;13)	12000001	23800001	p24.1	gpos75	p24	Path8	+	2	False	19000000	23800000	gpos75	0	Path8 : (2;13;7)	2	p24	gpos100
Path8 : der(2)t(2;7;13)	23800001	31800001	p23.1	gneg	p23	Path8	+	2	False	29800000	31800000	gneg	0	Path8 : (2;13;7)	2	p23	gneg
Path8 : der(2)t(2;7;13)	31800001	41500001	p22.1	gpos50	p22	Path8	+	2	False	38300000	41500000	gpos75	0	Path8 : (2;13;7)	2	p22	gpos100
Path8 : der(2)t(2;7;13)	41500001	47500001	p21	gneg	p21	Path8	+	2	False	41500000	47500000	gneg	0	Path8 : (2;13;7)	2	p21	gneg
Path8 : der(2)t(2;7;13)	47500001	56053298	p16.1	gpos100	p16	Path8	+	2	False	54700000	56053297	gpos100	0	Path8 : (2;13;7)	2	p16	gpos100
Path8 : der(2)t(2;7;13)	56053298	57264971	q12.11	gneg	q12	Path8	+	13	True	21066540	22278213	gneg	0	Path8 : (2;13;7)	2	q12	gneg
Path8 : der(2)t(2;7;13)	57264971	60397113	p16.1	gpos100	p16	Path8	+	2	True	57867858	61000000	gpos100	0	Path8 : (2;13;7)	2	p16	gpos100
Path8 : der(2)t(2;7;13)	60397113	63297113	p15	gneg	p15	Path8	+	2	True	61000000	63900000	gneg	0	Path8 : (2;13;7)	2	p15	gneg
Path8 : der(2)t(2;7;13)	63297113	67797113	p14	gpos50	p14	Path8	+	2	True	63900000	68400000	gpos50	0	Path8 : (2;13;7)	2	p14	gpos50
Path8 : der(2)t(2;7;13)	67797113	74197113	p13.1	gneg	p13	Path8	+	2	True	73300000	74800000	gneg	0	Path8 : (2;13;7)	2	p13	gneg
Path8 : der(2)t(2;7;13)	74197113	82497113	p12	gpos100	p12	Path8	+	2	True	74800000	83100000	gpos100	0	Path8 : (2;13;7)	2	p12	gpos100
Path8 : der(2)t(2;7;13)	82497113	91197113	p11.2	gneg	p11	Path8	+	2	True	83100000	91800000	acen	0	Path8 : (2;13;7)	2	p11.2	gneg
Path8 : der(2)t(2;7;13)	91197113	93297113	p11.1	acen	p11	Path8	+	2	True	91800000	93900000	acen	0	Path8 : (2;13;7)	2	p11.1	acen
Path8 : der(2)t(2;7;13)	93297113	95397113	q11.1	acen	q11	Path8	+	2	True	93900000	96000000	acen	0	Path8 : (2;13;7)	2	q11.1	acen
Path8 : der(2)t(2;7;13)	95397113	101497113	q11.2	gneg	q11	Path8	+	2	True	96000000	102100000	acen	0	Path8 : (2;13;7)	2	q11.2	gneg
Path8 : der(2)t(2;7;13)	101497113	102728489	q12.1	gpos50	q12	Path8	+	2	True	102100000	103331376	gpos50	0	Path8 : (2;13;7)	2	q12	gpos50
Path8 : der(2)t(2;7;13)	102728489	104631264	q35	gpos75	q35	Path8	+	7	True	145654222	147556997	gpos75	0	Path8 : (2;13;7)	2	q35	gpos100
Path8 : der(2)t(2;7;13)	104631264	109122952	q12.3	gpos25	q12	Path8	+	2	True	106700000	108700000	gpos50	0	Path8 : (2;13;7)	2	q12	gpos50
Path8 : der(2)t(2;7;13)	109122952	112622952	q13	gneg	q13	Path8	+	2	True	108700000	112200000	gneg	0	Path8 : (2;13;7)	2	q13	gneg
Path8 : der(2)t(2;7;13)	112622952	118522952	q14.1	gpos50	q14	Path8	+	2	True	112200000	118100000	gpos50	0	Path8 : (2;13;7)	2	q14.1	gpos50
Path8 : der(2)t(2;7;13)	118522952	122022952	q14.2	gneg	q14	Path8	+	2	True	118100000	121600000	gpos50	0	Path8 : (2;13;7)	2	q14.2	gneg
Path8 : der(2)t(2;7;13)	122022952	129522952	q14.3	gpos50	q14	Path8	+	2	True	121600000	129100000	gpos50	0	Path8 : (2;13;7)	2	q14.3	gpos50
Path8 : der(2)t(2;7;13)	129522952	136522952	q21.3	gneg	q21	Path8	+	2	True	134300000	136100000	gneg	0	Path8 : (2;13;7)	2	q21	gneg
Path8 : der(2)t(2;7;13)	136522952	148322952	q22.3	gpos100	q22	Path8	+	2	True	143400000	147900000	gpos100	0	Path8 : (2;13;7)	2	q22	gpos100
Path8 : der(2)t(2;7;13)	148322952	154422952	q23.3	gneg	q23	Path8	+	2	True	149600000	154000000	gneg	0	Path8 : (2;13;7)	2	q23	gneg
Path8 : der(2)t(2;7;13)	154422952	169322952	q24.3	gpos75	q24	Path8	+	2	True	162900000	168900000	gpos75	0	Path8 : (2;13;7)	2	q24	gpos100
Path8 : der(2)t(2;7;13)	169322952	182522952	q31.3	gneg	q31	Path8	+	2	True	179700000	182100000	gneg	0	Path8 : (2;13;7)	2	q31	gneg
Path8 : der(2)t(2;7;13)	182522952	197022952	q32.3	gpos75	q32	Path8	+	2	True	191100000	196600000	gpos75	0	Path8 : (2;13;7)	2	q32	gpos100
Path8 : der(2)t(2;7;13)	197022952	208622952	q33.3	gneg	q33	Path8	+	2	True	204100000	208200000	gneg	0	Path8 : (2;13;7)	2	q33	gneg
Path8 : der(2)t(2;7;13)	208622952	214922952	q34	gpos100	q34	Path8	+	2	True	208200000	214500000	gpos100	0	Path8 : (2;13;7)	2	q34	gpos75
Path8 : der(2)t(2;7;13)	214922952	221122952	q35	gneg	q35	Path8	+	2	True	214500000	220700000	gneg	0	Path8 : (2;13;7)	2	q35	gneg
Path8 : der(2)t(2;7;13)	221122952	230522952	q36.3	gpos100	q36	Path8	+	2	True	225200000	230100000	gpos75	0	Path8 : (2;13;7)	2	q36	gpos75
Path8 : der(2)t(2;7;13)	230522952	242604309	q37.3	gneg	q37	Path8	+	2	True	236400000	242181357	gneg	0	Path8 : (2;13;7)	2	q37	gneg
Path10 : 3	1	8082563	p26.3	gpos50	p26	Path10	-	3	True	17438	2800000	gpos50	0	Path10 : 3	3	p26	gpos75
Path10 : 3	8082563	16282563	p25.3	gneg	p25	Path10	-	3	True	8100000	11600000	gneg	0	Path10 : 3	3	p25	gneg
Path10 : 3	16282563	30782563	p24.3	gpos100	p24	Path10	-	3	True	16300000	23800000	gpos75	0	Path10 : 3	3	p24	gpos100
Path10 : 3	30782563	31982563	p23	gneg	p23	Path10	-	3	True	30800000	32000000	gneg	0	Path10 : 3	3	p23	gneg
Path10 : 3	31982563	43582563	p22.3	gpos50	p22	Path10	-	3	True	32000000	36400000	gpos75	0	Path10 : 3	3	p22	gpos50
Path10 : 3	43582563	54382563	p21.33	gneg	p21	Path10	-	3	True	43600000	44100000	gneg	0	Path10 : 3	3	p21	gneg
Path10 : 3	54382563	68386515	p14.3	gpos50	p14	Path10	-	3	True	54400000	58600000	gpos50	0	Path10 : 3	3	p14	gpos75
Path10 : 3	68386515	72786515	p13	gneg	p13	Path10	-	3	True	69700000	74100000	gneg	0	Path10 : 3	3	p13	gneg
Path10 : 3	72786515	85786515	p12.3	gpos75	p12	Path10	-	3	True	74100000	79800000	gpos75	0	Path10 : 3	3	p12	gpos75
Path10 : 3	85786515	89586515	p11.2	gneg	p11	Path10	-	3	True	87100000	87800000	acen	0	Path10 : 3	3	p11	acen
Path10 : 3	89586515	92686515	q11.1	acen	q11	Path10	-	3	True	90900000	94000000	acen	0	Path10 : 3	3	q11.1	acen
Path10 : 3	92686515	97286515	q11.2	gvar	q11	Path10	-	3	True	94000000	98600000	acen	0	Path10 : 3	3	q11.2	acen
Path10 : 3	97286515	101786515	q12.1	gneg	q12	Path10	-	3	True	98600000	100300000	gneg	0	Path10 : 3	3	q12	gneg
Path10 : 3	101786515	110286515	q13.11	gpos75	q13	Path10	-	3	True	103100000	106500000	gpos75	0	Path10 : 3	3	q13.1	gpos75
Path10 : 3	110286515	112386515	q13.2	gneg	q13	Path10	-	3	True	111600000	113700000	gpos75	0	Path10 : 3	3	q13.2	gneg
Path10 : 3	112386515	120886515	q13.31	gpos75	q13	Path10	-	3	True	113700000	117600000	gpos75	0	Path10 : 3	3	q13.3	gpos75
Path10 : 3	120886515	128186515	q21.1	gneg	q21	Path10	-	3	True	122200000	124100000	gneg	0	Path10 : 3	3	q21	gneg
Path10 : 3	128186515	137686515	q22.1	gpos25	q22	Path10	-	3	True	129500000	134000000	gpos25	0	Path10 : 3	3	q22	gpos25
Path10 : 3	137686515	141786515	q23	gneg	q23	Path10	-	3	True	139000000	143100000	gneg	0	Path10 : 3	3	q23	gneg
Path10 : 3	141786515	147886515	q24	gpos100	q24	Path10	-	3	True	143100000	149200000	gpos100	0	Path10 : 3	3	q24	gpos75
Path10 : 3	147886515	159686515	q25.1	gneg	q25	Path10	-	3	True	149200000	152300000	gneg	0	Path10 : 3	3	q25	gneg
Path10 : 3	159686515	166586515	q26.1	gpos100	q26	Path10	-	3	True	161000000	167900000	gpos75	0	Path10 : 3	3	q26.1	gpos100
Path10 : 3	166586515	169886515	q26.2	gneg	q26	Path10	-	3	True	167900000	171200000	gpos75	0	Path10 : 3	3	q26.2	gneg
Path10 : 3	169886515	181686515	q26.31	gpos75	q26	Path10	-	3	True	171200000	176000000	gpos75	0	Path10 : 3	3	q26.3	gpos100
Path10 : 3	181686515	186886515	q27.1	gneg	q27	Path10	-	3	True	183000000	184800000	gneg	0	Path10 : 3	3	q27	gneg
Path10 : 3	186886515	191286515	q28	gpos75	q28	Path10	-	3	True	188200000	192600000	gpos75	0	Path10 : 3	3	q28	gpos50
Path10 : 3	191286515	196904068	q29	gneg	q29	Path10	-	3	False	192600000	198217553	gneg	0	Path10 : 3	3	q29	gneg
Path9 : 3	1	8082563	p26.1	gpos50	p26	Path9	+	3	True	4000000	8100000	gpos50	0	Path9 : 3	3	p26	gpos75
Path9 : 3	8082563	16282563	p25.1	gneg	p25	Path9	+	3	True	13200000	16300000	gneg	0	Path9 : 3	3	p25	gneg
Path9 : 3	16282563	30782563	p24.1	gpos75	p24	Path9	+	3	True	26300000	30800000	gpos100	0	Path9 : 3	3	p24	gpos100
Path9 : 3	30782563	31982563	p23	gneg	p23	Path9	+	3	True	30800000	32000000	gneg	0	Path9 : 3	3	p23	gneg
Path9 : 3	31982563	43582563	p22.1	gpos75	p22	Path9	+	3	True	39300000	43600000	gpos50	0	Path9 : 3	3	p22	gpos50
Path9 : 3	43582563	54382563	p21.1	gneg	p21	Path9	+	3	True	52300000	54400000	gneg	0	Path9 : 3	3	p21	gneg
Path9 : 3	54382563	69674090	p14.1	gpos50	p14	Path9	+	3	True	67193977	69700000	gpos50	0	Path9 : 3	3	p14	gpos75
Path9 : 3	69674090	74074090	p13	gneg	p13	Path9	+	3	True	69700000	74100000	gneg	0	Path9 : 3	3	p13	gneg
Path9 : 3	74074090	87074090	p12.1	gpos75	p12	Path9	+	3	True	83500000	87100000	gpos75	0	Path9 : 3	3	p12	gpos75
Path9 : 3	87074090	90874090	p11.1	acen	p11	Path9	+	3	True	87800000	90900000	acen	0	Path9 : 3	3	p11	acen
Path9 : 3	90874090	93974090	q11.1	acen	q11	Path9	+	3	True	90900000	94000000	acen	0	Path9 : 3	3	q11.1	acen
Path9 : 3	93974090	98574090	q11.2	gvar	q11	Path9	+	3	True	94000000	98600000	acen	0	Path9 : 3	3	q11.2	acen
Path9 : 3	98574090	103074090	q12.3	gneg	q12	Path9	+	3	True	101200000	103100000	gneg	0	Path9 : 3	3	q12	gneg
Path9 : 3	103074090	111574090	q13.13	gpos50	q13	Path9	+	3	True	108200000	111600000	gpos75	0	Path9 : 3	3	q13.1	gpos75
Path9 : 3	111574090	113674090	q13.2	gneg	q13	Path9	+	3	True	111600000	113700000	gpos75	0	Path9 : 3	3	q13.2	gneg
Path9 : 3	113674090	122174090	q13.33	gpos75	q13	Path9	+	3	True	119300000	122200000	gpos75	0	Path9 : 3	3	q13.3	gpos75
Path9 : 3	122174090	129474090	q21.3	gneg	q21	Path9	+	3	True	126100000	129500000	gneg	0	Path9 : 3	3	q21	gneg
Path9 : 3	129474090	138974090	q22.3	gpos25	q22	Path9	+	3	True	136000000	139000000	gpos25	0	Path9 : 3	3	q22	gpos25
Path9 : 3	138974090	143074090	q23	gneg	q23	Path9	+	3	True	139000000	143100000	gneg	0	Path9 : 3	3	q23	gneg
Path9 : 3	143074090	149174090	q24	gpos100	q24	Path9	+	3	True	143100000	149200000	gpos100	0	Path9 : 3	3	q24	gpos75
Path9 : 3	149174090	160974090	q25.33	gneg	q25	Path9	+	3	True	159300000	161000000	gneg	0	Path9 : 3	3	q25	gneg
Path9 : 3	160974090	167874090	q26.1	gpos100	q26	Path9	+	3	True	161000000	167900000	gneg	0	Path9 : 3	3	q26.1	gpos100
