Segments,smap_id,q_id,ref_c_id1,ref_c_id2,ref_start,ref_end,confidence,sv_type,size,VAF,Paths
Segment 34,1373,792,5,8,87255816.0,61171717.0,0.7,translocation_interchr,-1.0,0,[]
Segment 34,2070,1331,8,8,105826258.0,113566100.5,0.55,translocation_intrachr,-1.0,0,[]
Segment 34,1375,791,5,8,87255816.0,61171717.0,0.82,translocation_interchr,-1.0,0,[]
Segment 35,2072,1272,8,8,105850874.0,113569176.0,0.18,translocation_intrachr,-1.0,0,['Path 13']
Segment 35,2073,1271,8,8,105850874.0,113569176.0,0.1,translocation_intrachr,-1.0,0,[]
Segment 35,2070,1331,8,8,105826258.0,113566100.5,0.55,translocation_intrachr,-1.0,0,[]
Segment 36,2072,1272,8,8,105850874.0,113569176.0,0.18,translocation_intrachr,-1.0,0,['Path 13']
Segment 36,2073,1271,8,8,105850874.0,113569176.0,0.1,translocation_intrachr,-1.0,0,[]
Segment 36,2075,1492,8,8,141481372.0,145076125.0,0.99,inversion,226143.0,0,[]
Segment 36,2077,1491,8,8,141481372.0,145076125.0,1.0,inversion,204853.0,0,[]
Segment 37,2075,1492,8,8,141481372.0,145076125.0,0.99,inversion,226143.0,0,['Path 13']
Segment 37,2077,1491,8,8,141481372.0,145076125.0,1.0,inversion,204853.0,0,[]
Segment 39,2381,1081,10,10,46991592.0,48060267.0,0.94,inversion,189840.5,0,[]
Segment 40,2381,1081,10,10,46991592.0,48060267.0,0.94,inversion,189840.5,0,['Path 19']
Segment 40,2383,1550,10,10,46991592.0,48060267.0,0.92,inversion,168662.0,0,[]
Segment 41,2386,1380,10,10,53492424.0,60428643.0,0.57,translocation_intrachr,-1.0,0,['Path 19']
Segment 41,2383,1550,10,10,46991592.0,48060267.0,0.92,inversion,168662.0,0,[]
Segment 42,2387,1430,10,10,53526662.0,53526662.0,-1.0,duplication_inverted,274240.0,0,['Path 19']
Segment 43,2386,1380,10,10,53492424.0,60428643.0,0.57,translocation_intrachr,-1.0,0,['Path 19']
Segment 45,2392,1162,10,10,73006654.0,77679732.0,-1.0,duplication_split,4685579.0,0,"['Path 18', 'Path 19', 'Path 19', 'Path 19']"
Segment 45,2390,1161,10,10,73006654.0,77679732.0,-1.0,duplication_split,4685579.0,0,[]
Segment 46,2393,451,10,10,106994823.0,109639331.0,0.99,deletion,2539577.0,0,[]
Segment 46,2394,452,10,10,106994823.0,109639331.0,0.99,deletion,2539577.0,0,[]
Segment 48,2393,451,10,10,106994823.0,109639331.0,0.99,deletion,2539577.0,0,['Path 19']
Segment 48,2394,452,10,10,106994823.0,109639331.0,0.99,deletion,2539577.0,0,[]
Segment 52,2997,951,14,14,104645779.0,106873282.0,1.0,inversion,574304.0,0,[]
Segment 53,2997,951,14,14,104645779.0,106873282.0,1.0,inversion,574304.0,0,['Path 26']
