chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain
Path2 : 1	178394918	188150911	q25.1	gneg	q25	Path2	-	1	True	176044007	176100000	gneg	0	Path2 : 1	1	q25	gneg
Path2 : 1	188150911	201050911	q31.1	gpos100	q31	Path2	-	1	True	185800000	190800000	gpos100	0	Path2 : 1	1	q31	gpos100
Path2 : 1	201050911	216750911	q32.1	gneg	q32	Path2	-	1	True	198700000	207100000	gneg	0	Path2 : 1	1	q32	gneg
Path2 : 1	216750911	226250911	q41	gpos100	q41	Path2	-	1	True	214400000	223900000	gpos100	0	Path2 : 1	1	q41	gpos100
Path2 : 1	226250911	238750909	q42.11	gneg	q42	Path2	-	1	True	223900000	224400000	gpos50	0	Path2 : 1	1	q42	gneg
Path2 : 1	238750909	245850909	q43	gpos75	q43	Path2	-	1	True	236400000	243500000	gpos75	0	Path2 : 1	1	q43	gpos100
Path2 : 1	245850909	251294242	q44	gneg	q44	Path2	-	1	False	243500000	248943333	gneg	0	Path2 : 1	1	q44	gneg
Path3 : 2	1	11977937	p25.3	gneg	p25	Path3	-	2	True	22064	4400000	gneg	0	Path3 : 2	2	p25	gneg
Path3 : 2	11977937	23777937	p24.3	gpos75	p24	Path3	-	2	True	12000000	16500000	gpos75	0	Path3 : 2	2	p24	gpos100
Path3 : 2	23777937	31777937	p23.3	gneg	p23	Path3	-	2	True	23800000	27700000	gneg	0	Path3 : 2	2	p23	gneg
Path3 : 2	31777937	41477937	p22.3	gpos75	p22	Path3	-	2	True	31800000	36300000	gpos50	0	Path3 : 2	2	p22	gpos100
Path3 : 2	41477937	47477937	p21	gneg	p21	Path3	-	2	True	41500000	47500000	gneg	0	Path3 : 2	2	p21	gneg
Path3 : 2	47477937	60977937	p16.3	gpos100	p16	Path3	-	2	True	47500000	52600000	gpos100	0	Path3 : 2	2	p16	gpos100
Path3 : 2	60977937	63877937	p15	gneg	p15	Path3	-	2	True	61000000	63900000	gneg	0	Path3 : 2	2	p15	gneg
Path3 : 2	63877937	68377937	p14	gpos50	p14	Path3	-	2	True	63900000	68400000	gpos50	0	Path3 : 2	2	p14	gpos50
Path3 : 2	68377937	74777937	p13.3	gneg	p13	Path3	-	2	True	68400000	71300000	gneg	0	Path3 : 2	2	p13	gneg
Path3 : 2	74777937	83077937	p12	gpos100	p12	Path3	-	2	True	74800000	83100000	gpos100	0	Path3 : 2	2	p12	gpos100
Path3 : 2	83077937	91777937	p11.2	gneg	p11	Path3	-	2	True	83100000	91800000	acen	0	Path3 : 2	2	p11.2	gneg
Path3 : 2	91777937	93877937	p11.1	acen	p11	Path3	-	2	True	91800000	93900000	acen	0	Path3 : 2	2	p11.1	acen
Path3 : 2	93877937	95977937	q11.1	acen	q11	Path3	-	2	True	93900000	96000000	acen	0	Path3 : 2	2	q11.1	acen
Path3 : 2	95977937	102077937	q11.2	gneg	q11	Path3	-	2	True	96000000	102100000	acen	0	Path3 : 2	2	q11.2	gneg
Path3 : 2	102077937	108677937	q12.1	gpos50	q12	Path3	-	2	True	102100000	105300000	gpos25	0	Path3 : 2	2	q12	gpos50
Path3 : 2	108677937	112177937	q13	gneg	q13	Path3	-	2	True	108700000	112200000	gneg	0	Path3 : 2	2	q13	gneg
Path3 : 2	112177937	118077937	q14.1	gpos50	q14	Path3	-	2	True	112200000	118100000	gpos50	0	Path3 : 2	2	q14.1	gpos50
Path3 : 2	118077937	121577937	q14.2	gneg	q14	Path3	-	2	True	118100000	121600000	gpos50	0	Path3 : 2	2	q14.2	gneg
Path3 : 2	121577937	129077937	q14.3	gpos50	q14	Path3	-	2	True	121600000	129100000	gpos50	0	Path3 : 2	2	q14.3	gpos50
Path3 : 2	129077937	136077937	q21.1	gneg	q21	Path3	-	2	True	129100000	131700000	gneg	0	Path3 : 2	2	q21	gneg
Path3 : 2	136077937	147877937	q22.1	gpos100	q22	Path3	-	2	True	136100000	141500000	gpos100	0	Path3 : 2	2	q22	gpos100
Path3 : 2	147877937	153977937	q23.1	gneg	q23	Path3	-	2	True	147900000	149000000	gneg	0	Path3 : 2	2	q23	gneg
Path3 : 2	153977937	168877937	q24.1	gpos75	q24	Path3	-	2	True	154000000	158900000	gpos75	0	Path3 : 2	2	q24	gpos100
Path3 : 2	168877937	182077937	q31.1	gneg	q31	Path3	-	2	True	168900000	177100000	gneg	0	Path3 : 2	2	q31	gneg
Path3 : 2	182077937	196577937	q32.1	gpos75	q32	Path3	-	2	True	182100000	188500000	gpos75	0	Path3 : 2	2	q32	gpos100
Path3 : 2	196577937	208177937	q33.1	gneg	q33	Path3	-	2	True	196600000	202500000	gneg	0	Path3 : 2	2	q33	gneg
Path3 : 2	208177937	214477937	q34	gpos100	q34	Path3	-	2	True	208200000	214500000	gpos100	0	Path3 : 2	2	q34	gpos75
Path3 : 2	214477937	220677937	q35	gneg	q35	Path3	-	2	True	214500000	220700000	gneg	0	Path3 : 2	2	q35	gneg
Path3 : 2	220677937	230073011	q36.1	gpos75	q36	Path3	-	2	True	220700000	224300000	gpos100	0	Path3 : 2	2	q36	gpos75
Path3 : 2	230073011	242154367	q37.1	gneg	q37	Path3	-	2	True	230100000	232819457	gneg	0	Path3 : 2	2	q37	gneg
Path4 : 2	1	11977937	p25.1	gneg	p25	Path4	+	2	True	6900000	12000000	gneg	0	Path4 : 2	2	p25	gneg
Path4 : 2	11977937	23777937	p24.1	gpos75	p24	Path4	+	2	True	19000000	23800000	gpos75	0	Path4 : 2	2	p24	gpos100
Path4 : 2	23777937	31777937	p23.1	gneg	p23	Path4	+	2	True	29800000	31800000	gneg	0	Path4 : 2	2	p23	gneg
Path4 : 2	31777937	41477937	p22.1	gpos50	p22	Path4	+	2	True	38300000	41500000	gpos75	0	Path4 : 2	2	p22	gpos100
Path4 : 2	41477937	47477937	p21	gneg	p21	Path4	+	2	True	41500000	47500000	gneg	0	Path4 : 2	2	p21	gneg
Path4 : 2	47477937	60977937	p16.1	gpos100	p16	Path4	+	2	True	54700000	61000000	gpos100	0	Path4 : 2	2	p16	gpos100
Path4 : 2	60977937	63877937	p15	gneg	p15	Path4	+	2	True	61000000	63900000	gneg	0	Path4 : 2	2	p15	gneg
Path4 : 2	63877937	68377937	p14	gpos50	p14	Path4	+	2	True	63900000	68400000	gpos50	0	Path4 : 2	2	p14	gpos50
Path4 : 2	68377937	74777937	p13.1	gneg	p13	Path4	+	2	True	73300000	74800000	gneg	0	Path4 : 2	2	p13	gneg
Path4 : 2	74777937	83077937	p12	gpos100	p12	Path4	+	2	True	74800000	83100000	gpos100	0	Path4 : 2	2	p12	gpos100
Path4 : 2	83077937	91777937	p11.2	gneg	p11	Path4	+	2	True	83100000	91800000	acen	0	Path4 : 2	2	p11.2	gneg
Path4 : 2	91777937	93877937	p11.1	acen	p11	Path4	+	2	True	91800000	93900000	acen	0	Path4 : 2	2	p11.1	acen
Path4 : 2	93877937	95977937	q11.1	acen	q11	Path4	+	2	True	93900000	96000000	acen	0	Path4 : 2	2	q11.1	acen
Path4 : 2	95977937	102077937	q11.2	gneg	q11	Path4	+	2	True	96000000	102100000	acen	0	Path4 : 2	2	q11.2	gneg
Path4 : 2	102077937	108677937	q12.3	gpos25	q12	Path4	+	2	True	106700000	108700000	gpos50	0	Path4 : 2	2	q12	gpos50
Path4 : 2	108677937	112177937	q13	gneg	q13	Path4	+	2	True	108700000	112200000	gneg	0	Path4 : 2	2	q13	gneg
Path4 : 2	112177937	118077937	q14.1	gpos50	q14	Path4	+	2	True	112200000	118100000	gpos50	0	Path4 : 2	2	q14.1	gpos50
Path4 : 2	118077937	121577937	q14.2	gneg	q14	Path4	+	2	True	118100000	121600000	gpos50	0	Path4 : 2	2	q14.2	gneg
Path4 : 2	121577937	129077937	q14.3	gpos50	q14	Path4	+	2	True	121600000	129100000	gpos50	0	Path4 : 2	2	q14.3	gpos50
Path4 : 2	129077937	136077937	q21.3	gneg	q21	Path4	+	2	True	134300000	136100000	gneg	0	Path4 : 2	2	q21	gneg
Path4 : 2	136077937	147877937	q22.3	gpos100	q22	Path4	+	2	True	143400000	147900000	gpos100	0	Path4 : 2	2	q22	gpos100
Path4 : 2	147877937	153977937	q23.3	gneg	q23	Path4	+	2	True	149600000	154000000	gneg	0	Path4 : 2	2	q23	gneg
Path4 : 2	153977937	168877937	q24.3	gpos75	q24	Path4	+	2	True	162900000	168900000	gpos75	0	Path4 : 2	2	q24	gpos100
Path4 : 2	168877937	182077937	q31.3	gneg	q31	Path4	+	2	True	179700000	182100000	gneg	0	Path4 : 2	2	q31	gneg
Path4 : 2	182077937	196577937	q32.3	gpos75	q32	Path4	+	2	True	191100000	196600000	gpos75	0	Path4 : 2	2	q32	gpos100
Path4 : 2	196577937	208177937	q33.3	gneg	q33	Path4	+	2	True	204100000	208200000	gneg	0	Path4 : 2	2	q33	gneg
Path4 : 2	208177937	214477937	q34	gpos100	q34	Path4	+	2	True	208200000	214500000	gpos100	0	Path4 : 2	2	q34	gpos75
Path4 : 2	214477937	220677937	q35	gneg	q35	Path4	+	2	True	214500000	220700000	gneg	0	Path4 : 2	2	q35	gneg
Path4 : 2	220677937	230073011	q36.3	gpos100	q36	Path4	+	2	True	226039457	230100000	gpos100	0	Path4 : 2	2	q36	gpos75
Path4 : 2	230073011	232792468	q37.1	gneg	q37	Path4	+	2	True	230100000	232819457	gneg	0	Path4 : 2	2	q37	gneg
Path4 : 2	232792468	236853011	q36.3	gpos100	q36	Path4	+	2	True	226039457	230100000	gpos100	0	Path4 : 2	2	q36	gpos75
Path4 : 2	236853011	248934367	q37.3	gneg	q37	Path4	+	2	True	236400000	242181357	gneg	0	Path4 : 2	2	q37	gneg
Path7 : der(3)t(3;4)	1	8082563	p26.3	gpos50	p26	Path7	-	3	True	17438	2800000	gpos50	0	Path7 : (3;4)	3	p26	gpos75
Path7 : der(3)t(3;4)	8082563	16282563	p25.3	gneg	p25	Path7	-	3	True	8100000	11600000	gneg	0	Path7 : (3;4)	3	p25	gneg
Path7 : der(3)t(3;4)	16282563	30782563	p24.3	gpos100	p24	Path7	-	3	True	16300000	23800000	gpos75	0	Path7 : (3;4)	3	p24	gpos100
Path7 : der(3)t(3;4)	30782563	31982563	p23	gneg	p23	Path7	-	3	True	30800000	32000000	gneg	0	Path7 : (3;4)	3	p23	gneg
Path7 : der(3)t(3;4)	31982563	43582563	p22.3	gpos50	p22	Path7	-	3	True	32000000	36400000	gpos75	0	Path7 : (3;4)	3	p22	gpos50
Path7 : der(3)t(3;4)	43582563	54382563	p21.33	gneg	p21	Path7	-	3	True	43600000	44100000	gneg	0	Path7 : (3;4)	3	p21	gneg
Path7 : der(3)t(3;4)	54382563	69682563	p14.3	gpos50	p14	Path7	-	3	True	54400000	58600000	gpos50	0	Path7 : (3;4)	3	p14	gpos75
Path7 : der(3)t(3;4)	69682563	74082563	p13	gneg	p13	Path7	-	3	True	69700000	74100000	gneg	0	Path7 : (3;4)	3	p13	gneg
Path7 : der(3)t(3;4)	74082563	87082563	p12.3	gpos75	p12	Path7	-	3	True	74100000	79800000	gpos75	0	Path7 : (3;4)	3	p12	gpos75
Path7 : der(3)t(3;4)	87082563	90882563	p11.2	gneg	p11	Path7	-	3	True	87100000	87800000	acen	0	Path7 : (3;4)	3	p11	acen
Path7 : der(3)t(3;4)	90882563	93982563	q11.1	acen	q11	Path7	-	3	True	90900000	94000000	acen	0	Path7 : (3;4)	3	q11.1	acen
Path7 : der(3)t(3;4)	93982563	98582563	q11.2	gvar	q11	Path7	-	3	True	94000000	98600000	acen	0	Path7 : (3;4)	3	q11.2	acen
Path7 : der(3)t(3;4)	98582563	103082563	q12.1	gneg	q12	Path7	-	3	True	98600000	100300000	gneg	0	Path7 : (3;4)	3	q12	gneg
Path7 : der(3)t(3;4)	103082563	111582563	q13.11	gpos75	q13	Path7	-	3	True	103100000	106500000	gpos75	0	Path7 : (3;4)	3	q13.1	gpos75
Path7 : der(3)t(3;4)	111582563	113682563	q13.2	gneg	q13	Path7	-	3	True	111600000	113700000	gpos75	0	Path7 : (3;4)	3	q13.2	gneg
Path7 : der(3)t(3;4)	113682563	122182563	q13.31	gpos75	q13	Path7	-	3	True	113700000	117600000	gpos75	0	Path7 : (3;4)	3	q13.3	gpos75
Path7 : der(3)t(3;4)	122182563	129482563	q21.1	gneg	q21	Path7	-	3	True	122200000	124100000	gneg	0	Path7 : (3;4)	3	q21	gneg
Path7 : der(3)t(3;4)	129482563	138982563	q22.1	gpos25	q22	Path7	-	3	True	129500000	134000000	gpos25	0	Path7 : (3;4)	3	q22	gpos25
Path7 : der(3)t(3;4)	138982563	143082563	q23	gneg	q23	Path7	-	3	True	139000000	143100000	gneg	0	Path7 : (3;4)	3	q23	gneg
Path7 : der(3)t(3;4)	143082563	147889594	q24	gpos100	q24	Path7	-	3	True	143100000	144145223	gpos100	0	Path7 : (3;4)	3	q24	gpos75
Path7 : der(3)t(3;4)	147889594	154863739	q31.21	gpos25	q31	Path7	-	4	True	143225855	145900000	gneg	0	Path7 : (3;4)	3	q31.2	gpos25
Path7 : der(3)t(3;4)	154863739	159263739	q31.3	gneg	q31	Path7	-	4	True	150200000	154600000	gneg	0	Path7 : (3;4)	3	q31.3	gneg
Path7 : der(3)t(3;4)	159263739	173863739	q32.1	gpos100	q32	Path7	-	4	True	154600000	160800000	gpos100	0	Path7 : (3;4)	3	q32	gpos100
Path7 : der(3)t(3;4)	173863739	175663739	q33	gneg	q33	Path7	-	4	True	169200000	171000000	gneg	0	Path7 : (3;4)	3	q33	gneg
Path7 : der(3)t(3;4)	175663739	186963739	q34.1	gpos75	q34	Path7	-	4	True	171000000	175400000	gpos100	0	Path7 : (3;4)	3	q34	gpos100
Path7 : der(3)t(3;4)	186963739	194860213	q35.1	gneg	q35	Path7	-	4	True	182300000	186200000	gpos25	0	Path7 : (3;4)	3	q35	gneg
Path6 : 4	1	11285426	p16.1	gneg	p16	Path6	+	4	True	6000000	11300000	gneg	0	Path6 : 4	4	p16	gneg
Path6 : 4	11285426	21252655	p15.31	gpos75	p15	Path6	+	4	True	19443581	21300000	gpos50	0	Path6 : 4	4	p15.3	gpos100
Path6 : 4	21252655	27652655	p15.2	gneg	p15	Path6	+	4	True	21300000	27700000	gpos50	0	Path6 : 4	4	p15.2	gneg
Path6 : 4	27652655	35752655	p15.1	gpos100	p15	Path6	+	4	True	27700000	35800000	gpos50	0	Path6 : 4	4	p15.1	gpos100
Path6 : 4	35752655	41152655	p14	gneg	p14	Path6	+	4	True	35800000	41200000	gneg	0	Path6 : 4	4	p14	gneg
Path6 : 4	41152655	44552655	p13	gpos50	p13	Path6	+	4	True	41200000	44600000	gpos50	0	Path6 : 4	4	p13	gpos75
Path6 : 4	44552655	48152655	p12	gneg	p12	Path6	+	4	True	44600000	48200000	gneg	0	Path6 : 4	4	p12	gneg
Path6 : 4	48152655	49952655	p11	acen	p11	Path6	+	4	True	48200000	50000000	acen	0	Path6 : 4	4	p11	acen
Path6 : 4	49952655	51752655	q11	acen	q11	Path6	+	4	True	50000000	51800000	acen	0	Path6 : 4	4	q11	acen
Path6 : 4	51752655	58452655	q12	gneg	q12	Path6	+	4	True	51800000	58500000	gneg	0	Path6 : 4	4	q12	gneg
Path6 : 4	58452655	75252655	q13.3	gpos75	q13	Path6	+	4	True	69400000	75300000	gpos100	0	Path6 : 4	4	q13	gpos100
Path6 : 4	75252655	87047504	q21.3	gneg	q21	Path6	+	4	True	86000000	87100000	gneg	0	Path6 : 4	4	q21	gneg
Path6 : 4	87047504	97846797	q22.3	gpos75	q22	Path6	+	4	True	94200000	97900000	gpos75	0	Path6 : 4	4	q22	gpos100
Path6 : 4	97846797	100046797	q23	gneg	q23	Path6	+	4	True	97900000	100100000	gneg	0	Path6 : 4	4	q23	gneg
Path6 : 4	100046797	106646797	q24	gpos50	q24	Path6	+	4	True	100100000	106700000	gpos50	0	Path6 : 4	4	q24	gpos75
Path6 : 4	106646797	113146797	q25	gneg	q25	Path6	+	4	True	106700000	113200000	gneg	0	Path6 : 4	4	q25	gneg
Path6 : 4	113146797	119846797	q26	gpos75	q26	Path6	+	4	True	113200000	119900000	gpos75	0	Path6 : 4	4	q26	gpos100
Path6 : 4	119846797	122746797	q27	gneg	q27	Path6	+	4	True	119900000	122800000	gneg	0	Path6 : 4	4	q27	gneg
Path6 : 4	122746797	138446797	q28.3	gpos100	q28	Path6	+	4	True	130100000	138500000	gpos50	0	Path6 : 4	4	q28	gpos100
Path6 : 4	138446797	140546797	q31.1	gneg	q31	Path6	+	4	True	138500000	140600000	gneg	0	Path6 : 4	4	q31.1	gneg
Path6 : 4	140546797	150146796	q31.23	gpos25	q31	Path6	+	4	True	147500000	150200000	gneg	0	Path6 : 4	4	q31.2	gpos25
Path6 : 4	150146796	154546796	q31.3	gneg	q31	Path6	+	4	True	150200000	154600000	gneg	0	Path6 : 4	4	q31.3	gneg
Path6 : 4	154546796	169146796	q32.3	gpos100	q32	Path6	+	4	True	163600000	169200000	gpos100	0	Path6 : 4	4	q32	gpos100
Path6 : 4	169146796	170946796	q33	gneg	q33	Path6	+	4	True	169200000	171000000	gneg	0	Path6 : 4	4	q33	gneg
Path6 : 4	170946796	182246796	q34.3	gpos100	q34	Path6	+	4	True	176600000	182300000	gpos75	0	Path6 : 4	4	q34	gpos100
Path6 : 4	182246796	190143270	q35.2	gpos25	q35	Path6	+	4	True	186200000	190196474	gneg	0	Path6 : 4	4	q35	gneg
Path11 : 5	1	9879514	p15.31	gneg	p15	Path11	+	5	True	6300000	9900000	gneg	0	Path11 : 5	5	p15.3	gneg
Path11 : 5	9879514	14979514	p15.2	gpos50	p15	Path11	+	5	True	9900000	15000000	gneg	0	Path11 : 5	5	p15.2	gpos75
Path11 : 5	14979514	18379514	p15.1	gneg	p15	Path11	+	5	True	15000000	18400000	gneg	0	Path11 : 5	5	p15.1	gneg
Path11 : 5	18379514	28879514	p14.1	gpos100	p14	Path11	+	5	True	24600000	28900000	gpos100	0	Path11 : 5	5	p14	gpos100
Path11 : 5	28879514	42479514	p13.1	gneg	p13	Path11	+	5	True	38400000	42500000	gneg	0	Path11 : 5	5	p13	gneg
Path11 : 5	42479514	46079514	p12	gpos50	p12	Path11	+	5	True	42500000	46100000	gpos50	0	Path11 : 5	5	p12	gpos50
Path11 : 5	46079514	48758827	p11	acen	p11	Path11	+	5	True	46421476	48800000	acen	0	Path11 : 5	5	p11	acen
Path11 : 5	48758827	51318103	q11.1	acen	q11	Path11	+	5	True	49709239	51400000	acen	0	Path11 : 5	5	q11.1	acen
Path11 : 5	51318103	59518103	q11.2	gneg	q11	Path11	+	5	True	51400000	59600000	acen	0	Path11 : 5	5	q11.2	gneg
Path11 : 5	59518103	67318103	q12.3	gpos75	q12	Path11	+	5	True	63900000	67400000	gpos75	0	Path11 : 5	5	q12	gpos75
Path11 : 5	67318103	77518102	q13.3	gneg	q13	Path11	+	5	True	74000000	77600000	gneg	0	Path11 : 5	5	q13	gneg
Path11 : 5	77518102	92918102	q14.3	gpos100	q14	Path11	+	5	True	83500000	93000000	gpos50	0	Path11 : 5	5	q14	gpos100
Path11 : 5	92918102	98818102	q15	gneg	q15	Path11	+	5	True	93000000	98900000	gneg	0	Path11 : 5	5	q15	gneg
Path11 : 5	98818102	110118102	q21.3	gpos100	q21	Path11	+	5	True	105100000	110200000	gpos100	0	Path11 : 5	5	q21	gpos100
Path11 : 5	110118102	115818102	q22.3	gneg	q22	Path11	+	5	True	113800000	115900000	gneg	0	Path11 : 5	5	q22	gneg
Path11 : 5	115818102	131118102	q23.3	gpos100	q23	Path11	+	5	True	127900000	131200000	gpos100	0	Path11 : 5	5	q23	gpos100
Path11 : 5	131118102	145018102	q31.3	gneg	q31	Path11	+	5	True	140100000	145100000	gneg	0	Path11 : 5	5	q31	gneg
Path11 : 5	145018102	150318102	q32	gpos75	q32	Path11	+	5	True	145100000	150400000	gpos75	0	Path11 : 5	5	q32	gpos25
Path11 : 5	150318102	160418102	q33.3	gneg	q33	Path11	+	5	True	156300000	160500000	gneg	0	Path11 : 5	5	q33	gneg
Path11 : 5	160418102	168918102	q34	gpos100	q34	Path11	+	5	True	160500000	169000000	gpos100	0	Path11 : 5	5	q34	gpos100
Path11 : 5	168918102	181378271	q35.3	gneg	q35	Path11	+	5	True	181308173	181466351	gneg	0	Path11 : 5	5	q35	gneg
Path13 : 6	1	7100001	p25.1	gneg	p25	Path13	+	6	False	4200000	7100000	gneg	0	Path13 : 6	6	p25	gneg
